codigo_comuna,comuna_residencia,fecha,positividad
8313,yumbel,2020-07-26,0.11575091575091576
16109,yungay,2020-07-26,0.09522187414459077
5405,zapallar,2020-07-26,NA
11201,aisen,2020-07-27,0.04731514159548531
5602,algarrobo,2020-07-27,0.017857142857142856
13502,alhue,2020-07-27,0.22038482752768468
8314,alto biobio,2020-07-27,0.047619047619047616
3302,alto del carmen,2020-07-27,NA
1107,alto hospicio,2020-07-27,0.20504571834014365
10202,ancud,2020-07-27,0.013636363636363637
4103,andacollo,2020-07-27,0.02197802197802198
9201,angol,2020-07-27,0.11783401783401783
2101,antofagasta,2020-07-27,0.1913413507407525
8302,antuco,2020-07-27,0.21672077922077923
8202,arauco,2020-07-27,0.14563674379047942
15101,arica,2020-07-27,0.32270050240149345
13402,buin,2020-07-27,0.11947027542159587
16102,bulnes,2020-07-27,0.2166578629813924
5402,cabildo,2020-07-27,0.14517006802721089
12201,cabo de hornos,2020-07-27,NA
8303,cabrero,2020-07-27,0.03536542822257108
2201,calama,2020-07-27,0.19071915113534174
10102,calbuco,2020-07-27,0.07449128154227513
3102,caldera,2020-07-27,0.05431361967691119
5502,calera,2020-07-27,0.3300494957819606
13403,calera de tango,2020-07-27,0.10476754804485897
5302,calle larga,2020-07-27,0.15476190476190477
15102,camarones,2020-07-27,NA
1402,camina,2020-07-27,NA
4202,canela,2020-07-27,0.07936507936507936
8203,canete,2020-07-27,0.14172348774715032
9102,carahue,2020-07-27,0.09683768244139761
5603,cartagena,2020-07-27,0.09255102040816326
5102,casablanca,2020-07-27,0.161950330371383
10201,castro,2020-07-27,0.0357279944992218
5702,catemu,2020-07-27,0.12538173164002442
7201,cauquenes,2020-07-27,0.04806004558434414
13102,cerrillos,2020-07-27,0.14108814954092386
13103,cerro navia,2020-07-27,0.1601997835303651
10401,chaiten,2020-07-27,0
3201,chanaral,2020-07-27,0.09533358798064681
7202,chanco,2020-07-27,0.028011204481792715
6302,chepica,2020-07-27,0.13823529411764707
8103,chiguayante,2020-07-27,0.10144625083428324
16101,chillan,2020-07-27,0.054682903273285045
16103,chillan viejo,2020-07-27,0.02638888888888889
6303,chimbarongo,2020-07-27,0.3107142857142857
9121,cholchol,2020-07-27,0.07619047619047618
16202,cobquecura,2020-07-27,NA
10103,cochamo,2020-07-27,NA
6102,codegua,2020-07-27,0.1783228033228033
16203,coelemu,2020-07-27,0.031746031746031744
16302,coihueco,2020-07-27,0.09238304017259077
6103,coinco,2020-07-27,0.27936507936507937
7402,colbun,2020-07-27,0.12230186799152316
1403,colchane,2020-07-27,NA
13301,colina,2020-07-27,0.12017776667550317
9202,collipulli,2020-07-27,0.01172882946281961
6104,coltauco,2020-07-27,0.37253401360544214
4302,combarbala,2020-07-27,NA
5103,con con,2020-07-27,0.12523080660835764
8101,concepcion,2020-07-27,0.10423020471850589
13104,conchali,2020-07-27,0.17701165891415033
7102,constitucion,2020-07-27,0.08640929193988496
8204,contulmo,2020-07-27,NA
3101,copiapo,2020-07-27,0.24254806541346244
4102,coquimbo,2020-07-27,0.24269522627092285
8102,coronel,2020-07-27,0.12136497164984232
11101,coyhaique,2020-07-27,0.005494505494505495
9103,cunco,2020-07-27,0.08622250069618491
9203,curacautin,2020-07-27,0.017857142857142856
13503,curacavi,2020-07-27,0.14499850875230816
8205,curanilahue,2020-07-27,0.10865556291517374
9104,curarrehue,2020-07-27,NA
7103,curepto,2020-07-27,0.13203463203463203
7301,curico,2020-07-27,0.1433528343306939
10205,dalcahue,2020-07-27,NA
3202,diego de almagro,2020-07-27,NA
6105,donihue,2020-07-27,0.17062567062567063
13105,el bosque,2020-07-27,0.17924104736242077
16104,el carmen,2020-07-27,0.05286796536796537
13602,el monte,2020-07-27,0.18202566584277108
5604,el quisco,2020-07-27,0.03700763522192094
5605,el tabo,2020-07-27,NA
7104,empedrado,2020-07-27,NA
9204,ercilla,2020-07-27,NA
13106,estacion central,2020-07-27,0.1551011537619974
8104,florida,2020-07-27,0.2173992673992674
9105,freire,2020-07-27,0.07425431711145997
3303,freirina,2020-07-27,NA
10104,fresia,2020-07-27,0.07813125250100039
10105,frutillar,2020-07-27,0.07176422844410084
14202,futrono,2020-07-27,0
9106,galvarino,2020-07-27,NA
15202,general lagos,2020-07-27,NA
9107,gorbea,2020-07-27,0.00510204081632653
6106,graneros,2020-07-27,0.09932105061838582
5503,hijuelas,2020-07-27,0.24642857142857144
10403,hualaihue,2020-07-27,0.03571428571428571
7302,hualane,2020-07-27,0
8112,hualpen,2020-07-27,0.15649067373200223
8105,hualqui,2020-07-27,0.1363936988936989
1404,huara,2020-07-27,NA
3304,huasco,2020-07-27,NA
13107,huechuraba,2020-07-27,0.15955440563240103
4201,illapel,2020-07-27,0.27257402961184474
13108,independencia,2020-07-27,0.17409736553797547
1101,iquique,2020-07-27,0.2430815041806863
13603,isla de maipo,2020-07-27,0.11499722634151423
13109,la cisterna,2020-07-27,0.11643076202813142
5504,la cruz,2020-07-27,0.3587061087061087
6202,la estrella,2020-07-27,NA
13110,la florida,2020-07-27,0.1313247429785673
13111,la granja,2020-07-27,0.09333777962100487
4104,la higuera,2020-07-27,0.3145724956649326
5401,la ligua,2020-07-27,0.20964380447139067
13112,la pintana,2020-07-27,0.16207703406796983
13113,la reina,2020-07-27,0.08637905304571972
4101,la serena,2020-07-27,0.2039105616102295
14201,la union,2020-07-27,0.024891774891774892
14203,lago ranco,2020-07-27,0
8304,laja,2020-07-27,0.17892662892662892
13302,lampa,2020-07-27,0.20355831946753075
14103,lanco,2020-07-27,0
6107,las cabras,2020-07-27,0.19528519099947672
13114,las condes,2020-07-27,0.1051460175292866
9108,lautaro,2020-07-27,0.06684151892321614
8201,lebu,2020-07-27,0.019959372637944065
7303,licanten,2020-07-27,0.025274725274725275
5802,limache,2020-07-27,0.13027736317745447
7401,linares,2020-07-27,0.1259900309431991
6203,litueche,2020-07-27,0.07142857142857142
5703,llaillay,2020-07-27,0.15381402223507487
10107,llanquihue,2020-07-27,0.10622160367339621
13115,lo barnechea,2020-07-27,0.0951192991238842
13116,lo espejo,2020-07-27,0.0805753852014913
13117,lo prado,2020-07-27,0.11875257251985363
6304,lolol,2020-07-27,NA
9109,loncoche,2020-07-27,NA
7403,longavi,2020-07-27,0.11147586307250172
9205,lonquimay,2020-07-27,NA
8206,los alamos,2020-07-27,0.07242511039503521
5301,los andes,2020-07-27,0.14443287149202308
8301,los angeles,2020-07-27,0.10837910394436562
14104,los lagos,2020-07-27,-1.3877787807814457e-17
10106,los muermos,2020-07-27,0.12011599511599512
9206,los sauces,2020-07-27,0.22975641869651087
4203,los vilos,2020-07-27,0.32220695970695973
8106,lota,2020-07-27,0.11878261697853207
9207,lumaco,2020-07-27,NA
6108,machali,2020-07-27,0.12319364142022901
13118,macul,2020-07-27,0.14208184672925672
14105,mafil,2020-07-27,0.15476190476190477
13119,maipu,2020-07-27,0.15883940101361535
6109,malloa,2020-07-27,0.27064625850340135
6204,marchihue,2020-07-27,NA
2302,maria elena,2020-07-27,0.16130689563961179
13504,maria pinto,2020-07-27,0.1069344404428438
14106,mariquina,2020-07-27,0.018115942028985508
7105,maule,2020-07-27,0.1477481452328113
10108,maullin,2020-07-27,0.17671068427370948
2102,mejillones,2020-07-27,0.19383063570255687
9110,melipeuco,2020-07-27,NA
13501,melipilla,2020-07-27,0.13655701194710035
7304,molina,2020-07-27,0.08754218272515914
4303,monte patria,2020-07-27,0.07664399092970521
6110,mostazal,2020-07-27,0.11770562770562769
8305,mulchen,2020-07-27,0.040376290376290376
8306,nacimiento,2020-07-27,0.1156312525010004
6305,nancagua,2020-07-27,0.05720470006184292
12401,natales,2020-07-27,0.0018315018315018315
6205,navidad,2020-07-27,NA
8307,negrete,2020-07-27,NA
16204,ninhue,2020-07-27,0.14285714285714285
16303,niquen,2020-07-27,NA
5506,nogales,2020-07-27,0.32968892010245393
9111,nueva imperial,2020-07-27,0.0237668544120157
13120,nunoa,2020-07-27,0.09404141043231254
6111,olivar,2020-07-27,0.18764172335600907
2202,ollague,2020-07-27,NA
5803,olmue,2020-07-27,0.3880952380952381
10301,osorno,2020-07-27,0.09771194592319589
4301,ovalle,2020-07-27,0.1214237779668532
13604,padre hurtado,2020-07-27,0.1960919189173283
9112,padre las casas,2020-07-27,0.043496239532824894
4105,paiguano,2020-07-27,NA
14107,paillaco,2020-07-27,0.027472527472527476
13404,paine,2020-07-27,0.1627291612670138
6306,palmilla,2020-07-27,NA
14108,panguipulli,2020-07-27,0.015455304928989137
5704,panquehue,2020-07-27,0.0768802625945483
5403,papudo,2020-07-27,0.19047619047619047
6206,paredones,2020-07-27,NA
7404,parral,2020-07-27,0.05547558736413226
13121,pedro aguirre cerda,2020-07-27,0.12992506228075942
7106,pelarco,2020-07-27,0.33236961451247166
7203,pelluhue,2020-07-27,0.14564007421150277
16105,pemuco,2020-07-27,0
13605,penaflor,2020-07-27,0.20943466096115865
13122,penalolen,2020-07-27,0.15854858106475905
7107,pencahue,2020-07-27,0.11700680272108843
8107,penco,2020-07-27,0.20196881706974876
6307,peralillo,2020-07-27,NA
9113,perquenco,2020-07-27,NA
5404,petorca,2020-07-27,0.17857142857142858
6112,peumo,2020-07-27,0.18295434278580347
1405,pica,2020-07-27,0.31385281385281383
6113,pichidegua,2020-07-27,0.2897043432757718
6201,pichilemu,2020-07-27,0.0619047619047619
16106,pinto,2020-07-27,NA
13202,pirque,2020-07-27,0.08579713936856793
9114,pitrufquen,2020-07-27,0.018089053803339517
6308,placilla,2020-07-27,NA
16205,portezuelo,2020-07-27,NA
12301,porvenir,2020-07-27,NA
1401,pozo almonte,2020-07-27,0.4863342111037963
12302,primavera,2020-07-27,NA
13123,providencia,2020-07-27,0.1083084704909779
5105,puchuncavi,2020-07-27,0.20873015873015874
9115,pucon,2020-07-27,0.015840056953013763
13124,pudahuel,2020-07-27,0.15410195049807493
13201,puente alto,2020-07-27,0.1375154516151116
10101,puerto montt,2020-07-27,0.14523367321511407
10302,puerto octay,2020-07-27,NA
10109,puerto varas,2020-07-27,0.028246818899376934
6309,pumanque,2020-07-27,NA
4304,punitaqui,2020-07-27,0.046837653980511124
12101,punta arenas,2020-07-27,0.08028571466110425
9208,puren,2020-07-27,NA
10303,purranque,2020-07-27,0.02040816326530612
5705,putaendo,2020-07-27,0.07333333333333333
15201,putre,2020-07-27,NA
10304,puyehue,2020-07-27,0.06349206349206349
10209,quemchi,2020-07-27,NA
8308,quilaco,2020-07-27,NA
13125,quilicura,2020-07-27,0.20881489847450965
8309,quilleco,2020-07-27,0.19047619047619047
16107,quillon,2020-07-27,NA
5501,quillota,2020-07-27,0.2250905436005912
5801,quilpue,2020-07-27,0.1588868285955507
10210,quinchao,2020-07-27,NA
6114,quinta de tilcoco,2020-07-27,0.2619047619047619
13126,quinta normal,2020-07-27,0.10861503148958349
5107,quintero,2020-07-27,0.14550092764378478
16201,quirihue,2020-07-27,0.0822829131652661
6101,rancagua,2020-07-27,0.11260674336110471
16206,ranquil,2020-07-27,NA
7305,rauco,2020-07-27,0.120286063143206
13127,recoleta,2020-07-27,0.11462874311164717
9209,renaico,2020-07-27,0.17647058823529413
13128,renca,2020-07-27,0.14402999126849073
6115,rengo,2020-07-27,0.23939949657111523
6116,requinoa,2020-07-27,0.26944444444444443
7405,retiro,2020-07-27,0.11071428571428572
5303,rinconada,2020-07-27,0.13582766439909297
14204,rio bueno,2020-07-27,0.02898486980999296
7108,rio claro,2020-07-27,NA
4305,rio hurtado,2020-07-27,0.14285714285714285
10305,rio negro,2020-07-27,0.02209772798008092
7306,romeral,2020-07-27,0.10942190791328722
9116,saavedra,2020-07-27,NA
7307,sagrada familia,2020-07-27,0.04014939309056956
4204,salamanca,2020-07-27,0.21535293210170056
5601,san antonio,2020-07-27,0.15019802065736482
13401,san bernardo,2020-07-27,0.1708872354752833
16301,san carlos,2020-07-27,0.07814646907762415
7109,san clemente,2020-07-27,0.07670544821562292
5304,san esteban,2020-07-27,0.07061006220670087
16304,san fabian,2020-07-27,NA
5701,san felipe,2020-07-27,0.10526622124585054
6301,san fernando,2020-07-27,0.23437615778576876
16108,san ignacio,2020-07-27,0.05639097744360902
7406,san javier,2020-07-27,0.1917676025970957
13129,san joaquin,2020-07-27,0.09023743622223646
13203,san jose de maipo,2020-07-27,0.23879195306424092
10306,san juan de la costa,2020-07-27,0.047619047619047616
13130,san miguel,2020-07-27,0.0810180189438749
16305,san nicolas,2020-07-27,0.14102564102564102
10307,san pablo,2020-07-27,0.07142857142857142
13505,san pedro,2020-07-27,0.023809523809523808
2203,san pedro de atacama,2020-07-27,NA
8108,san pedro de la paz,2020-07-27,0.14954497202043476
7110,san rafael,2020-07-27,0.036281179138321996
13131,san ramon,2020-07-27,0.20386827932999368
8310,san rosendo,2020-07-27,0.07142857142857142
6117,san vicente,2020-07-27,0.19417845171240758
8311,santa barbara,2020-07-27,0.20591826474179414
6310,santa cruz,2020-07-27,0.0948328206538239
8109,santa juana,2020-07-27,0.05
5706,santa maria,2020-07-27,0.11700680272108843
13101,santiago,2020-07-27,0.07808885335547022
5606,santo domingo,2020-07-27,NA
2103,sierra gorda,2020-07-27,NA
13601,talagante,2020-07-27,0.17337967717077987
7101,talca,2020-07-27,0.08153615584432507
8110,talcahuano,2020-07-27,0.17768355201476654
2104,taltal,2020-07-27,0.058485958485958486
9101,temuco,2020-07-27,0.046927072733895604
7308,teno,2020-07-27,0.17097763347763348
3103,tierra amarilla,2020-07-27,0.10965498869019323
13303,tiltil,2020-07-27,0.16575366988900822
8207,tirua,2020-07-27,0.01098901098901099
2301,tocopilla,2020-07-27,0.09027544639789538
9118,tolten,2020-07-27,NA
8111,tome,2020-07-27,0.09764895491207755
9210,traiguen,2020-07-27,0.11310301898537192
16207,treguaco,2020-07-27,NA
8312,tucapel,2020-07-27,0.12202380952380952
14101,valdivia,2020-07-27,0.033489622696965524
3301,vallenar,2020-07-27,0.14816915600023556
5101,valparaiso,2020-07-27,0.2161155960862872
9211,victoria,2020-07-27,0.057989101467362324
4106,vicuna,2020-07-27,NA
9119,vilcun,2020-07-27,0.09956472099329243
7407,villa alegre,2020-07-27,0.13491489713294225
5804,villa alemana,2020-07-27,0.20928421672580202
9120,villarrica,2020-07-27,0.018633540372670808
5109,vina del mar,2020-07-27,0.18053087258245307
13132,vitacura,2020-07-27,0.07691709680505197
7408,yerbas buenas,2020-07-27,0.11821036106750392
8313,yumbel,2020-07-27,0.1336080586080586
16109,yungay,2020-07-27,0.09063822250211559
5405,zapallar,2020-07-27,NA
11201,aisen,2020-07-28,0.047256832557584436
5602,algarrobo,2020-07-28,0.017857142857142856
13502,alhue,2020-07-28,0.15994526708812423
8314,alto biobio,2020-07-28,0.047619047619047616
3302,alto del carmen,2020-07-28,NA
1107,alto hospicio,2020-07-28,0.19689245703562186
10202,ancud,2020-07-28,0.013636363636363637
4103,andacollo,2020-07-28,0
9201,angol,2020-07-28,0.1170117108892619
2101,antofagasta,2020-07-28,0.1887742868087366
8302,antuco,2020-07-28,NA
8202,arauco,2020-07-28,0.1396568055188745
15101,arica,2020-07-28,0.31361048043593504
13402,buin,2020-07-28,0.12578552879567279
16102,bulnes,2020-07-28,0.22723987356340297
5402,cabildo,2020-07-28,0.13945578231292516
12201,cabo de hornos,2020-07-28,NA
8303,cabrero,2020-07-28,0.05337519623233909
2201,calama,2020-07-28,0.19328014443047617
10102,calbuco,2020-07-28,0.07582352175543357
3102,caldera,2020-07-28,0.04782011318340469
5502,calera,2020-07-28,0.3418507380179854
13403,calera de tango,2020-07-28,0.08254532582263675
5302,calle larga,2020-07-28,0.13605442176870747
15102,camarones,2020-07-28,NA
1402,camina,2020-07-28,NA
4202,canela,2020-07-28,0.018140589569160998
8203,canete,2020-07-28,0.11753953109325843
9102,carahue,2020-07-28,0.10534108380194182
5603,cartagena,2020-07-28,0.09312705727452271
5102,casablanca,2020-07-28,0.15181208152345674
10201,castro,2020-07-28,0.018411977183204486
5702,catemu,2020-07-28,0.15514363640192919
7201,cauquenes,2020-07-28,0.05550052177482032
13102,cerrillos,2020-07-28,0.12879407528471537
13103,cerro navia,2020-07-28,0.14585305992166367
10401,chaiten,2020-07-28,0
3201,chanaral,2020-07-28,0.1310478736949325
7202,chanco,2020-07-28,0.028011204481792715
6302,chepica,2020-07-28,0.15122230710466003
8103,chiguayante,2020-07-28,0.10825085216624776
16101,chillan,2020-07-28,0.04316582332302537
16103,chillan viejo,2020-07-28,0.02638888888888889
6303,chimbarongo,2020-07-28,0.3107142857142857
9121,cholchol,2020-07-28,0.07619047619047618
16202,cobquecura,2020-07-28,NA
10103,cochamo,2020-07-28,NA
6102,codegua,2020-07-28,0.1406243906243906
16203,coelemu,2020-07-28,0.0419501133786848
16302,coihueco,2020-07-28,0.08784789278030053
6103,coinco,2020-07-28,0.20793650793650795
7402,colbun,2020-07-28,0.11701086270051787
1403,colchane,2020-07-28,NA
13301,colina,2020-07-28,0.11030000398875171
9202,collipulli,2020-07-28,0.021252638986629133
6104,coltauco,2020-07-28,0.34950088731144635
4302,combarbala,2020-07-28,NA
5103,con con,2020-07-28,0.14940663078418182
8101,concepcion,2020-07-28,0.10502582664756653
13104,conchali,2020-07-28,0.16636867213686227
7102,constitucion,2020-07-28,0.07459871327804048
8204,contulmo,2020-07-28,NA
3101,copiapo,2020-07-28,0.25013863530821523
4102,coquimbo,2020-07-28,0.2375207502191261
8102,coronel,2020-07-28,0.11318206309291132
11101,coyhaique,2020-07-28,0.005494505494505495
9103,cunco,2020-07-28,0.06836535783904205
9203,curacautin,2020-07-28,0.07908163265306122
13503,curacavi,2020-07-28,0.09231993732373672
8205,curanilahue,2020-07-28,0.07211071241683487
9104,curarrehue,2020-07-28,NA
7103,curepto,2020-07-28,0.1349206349206349
7301,curico,2020-07-28,0.11743329239284535
10205,dalcahue,2020-07-28,NA
3202,diego de almagro,2020-07-28,NA
6105,donihue,2020-07-28,0.2081918081918082
13105,el bosque,2020-07-28,0.16699754531043717
16104,el carmen,2020-07-28,0.05491854636591478
13602,el monte,2020-07-28,0.15592676474387
5604,el quisco,2020-07-28,0.03870831549402978
5605,el tabo,2020-07-28,NA
7104,empedrado,2020-07-28,NA
9204,ercilla,2020-07-28,0.1824266868909726
13106,estacion central,2020-07-28,0.13891536910330635
8104,florida,2020-07-28,0.1673992673992674
9105,freire,2020-07-28,0.05384615384615384
3303,freirina,2020-07-28,0.2857142857142857
10104,fresia,2020-07-28,0.09570191713048856
10105,frutillar,2020-07-28,0.09013157538287635
14202,futrono,2020-07-28,0
9106,galvarino,2020-07-28,NA
15202,general lagos,2020-07-28,NA
9107,gorbea,2020-07-28,0.00510204081632653
6106,graneros,2020-07-28,0.0822685379136992
5503,hijuelas,2020-07-28,0.28928571428571426
10403,hualaihue,2020-07-28,0.03571428571428571
7302,hualane,2020-07-28,0
8112,hualpen,2020-07-28,0.15752587041937283
8105,hualqui,2020-07-28,0.13779425911778853
1404,huara,2020-07-28,NA
3304,huasco,2020-07-28,0.03231028231028231
13107,huechuraba,2020-07-28,0.1473431049027381
4201,illapel,2020-07-28,0.2627995935216192
13108,independencia,2020-07-28,0.1539428124886856
1101,iquique,2020-07-28,0.22132361932620406
13603,isla de maipo,2020-07-28,0.09643158146007988
13109,la cisterna,2020-07-28,0.11057823272472912
5504,la cruz,2020-07-28,0.27354127354127356
6202,la estrella,2020-07-28,NA
13110,la florida,2020-07-28,0.1261374593536836
13111,la granja,2020-07-28,0.07120404807960783
4104,la higuera,2020-07-28,0.3120214752567694
5401,la ligua,2020-07-28,0.2128489326765189
13112,la pintana,2020-07-28,0.14873026005192025
13113,la reina,2020-07-28,0.07585455339078528
4101,la serena,2020-07-28,0.1943802332000725
14201,la union,2020-07-28,0.024891774891774892
14203,lago ranco,2020-07-28,0
8304,laja,2020-07-28,0.1553876678876679
13302,lampa,2020-07-28,0.19027354427799367
14103,lanco,2020-07-28,0
6107,las cabras,2020-07-28,0.19256410256410256
13114,las condes,2020-07-28,0.09840816195925109
9108,lautaro,2020-07-28,0.052036879118576344
8201,lebu,2020-07-28,0.019959372637944065
7303,licanten,2020-07-28,0.02779573367808662
5802,limache,2020-07-28,0.13421824987696188
7401,linares,2020-07-28,0.11789410964785169
6203,litueche,2020-07-28,0.07692307692307693
5703,llaillay,2020-07-28,0.15698862540967803
10107,llanquihue,2020-07-28,0.10260867524843771
13115,lo barnechea,2020-07-28,0.10964714416020381
13116,lo espejo,2020-07-28,0.08112859473882371
13117,lo prado,2020-07-28,0.11043057705500102
6304,lolol,2020-07-28,NA
9109,loncoche,2020-07-28,NA
7403,longavi,2020-07-28,0.1071468587434974
9205,lonquimay,2020-07-28,NA
8206,los alamos,2020-07-28,0.0536281179138322
5301,los andes,2020-07-28,0.1219332866135153
8301,los angeles,2020-07-28,0.1151337623294588
14104,los lagos,2020-07-28,-1.3877787807814457e-17
10106,los muermos,2020-07-28,0.12963980463980462
9206,los sauces,2020-07-28,0.24166118060127276
4203,los vilos,2020-07-28,0.279684265010352
8106,lota,2020-07-28,0.13060527707705424
9207,lumaco,2020-07-28,NA
6108,machali,2020-07-28,0.12229201849897074
13118,macul,2020-07-28,0.13989625853516902
14105,mafil,2020-07-28,0.15476190476190477
13119,maipu,2020-07-28,0.14951100840996143
6109,malloa,2020-07-28,0.23493197278911565
6204,marchihue,2020-07-28,NA
2302,maria elena,2020-07-28,0.1851164194491356
13504,maria pinto,2020-07-28,0.10229158329998667
14106,mariquina,2020-07-28,0.011904761904761904
7105,maule,2020-07-28,0.1239386214232875
10108,maullin,2020-07-28,0.18309723889555823
2102,mejillones,2020-07-28,0.17002111189303307
9110,melipeuco,2020-07-28,NA
13501,melipilla,2020-07-28,0.1261256522620093
7304,molina,2020-07-28,0.08248363471579145
4303,monte patria,2020-07-28,0.03582766439909297
6110,mostazal,2020-07-28,0.14199134199134197
8305,mulchen,2020-07-28,0.04831279831279831
8306,nacimiento,2020-07-28,0.09182172869147659
6305,nancagua,2020-07-28,0.06207482993197279
12401,natales,2020-07-28,0.0018315018315018315
6205,navidad,2020-07-28,NA
8307,negrete,2020-07-28,NA
16204,ninhue,2020-07-28,0.14285714285714285
16303,niquen,2020-07-28,NA
5506,nogales,2020-07-28,0.32968892010245393
9111,nueva imperial,2020-07-28,0.0237668544120157
13120,nunoa,2020-07-28,0.09155859912597182
6111,olivar,2020-07-28,0.15702947845804988
2202,ollague,2020-07-28,NA
5803,olmue,2020-07-28,0.45476190476190476
10301,osorno,2020-07-28,0.09773927392756838
4301,ovalle,2020-07-28,0.11636537642174147
13604,padre hurtado,2020-07-28,0.1813633859947253
9112,padre las casas,2020-07-28,0.02914947518606055
4105,paiguano,2020-07-28,NA
14107,paillaco,2020-07-28,0.027472527472527476
13404,paine,2020-07-28,0.15617822775898893
6306,palmilla,2020-07-28,NA
14108,panguipulli,2020-07-28,0.007518796992481201
5704,panquehue,2020-07-28,0.05856524427952999
5403,papudo,2020-07-28,0.19047619047619047
6206,paredones,2020-07-28,NA
7404,parral,2020-07-28,0.06817400006254495
13121,pedro aguirre cerda,2020-07-28,0.13022455314628803
7106,pelarco,2020-07-28,0.32602040816326533
7203,pelluhue,2020-07-28,0.14564007421150277
16105,pemuco,2020-07-28,0
13605,penaflor,2020-07-28,0.19178698605541925
13122,penalolen,2020-07-28,0.150904727503434
7107,pencahue,2020-07-28,0.07619047619047618
8107,penco,2020-07-28,0.19578749838843007
6307,peralillo,2020-07-28,NA
9113,perquenco,2020-07-28,NA
5404,petorca,2020-07-28,0.18333333333333332
6112,peumo,2020-07-28,0.1543829142143749
1405,pica,2020-07-28,0.2811997526283241
6113,pichidegua,2020-07-28,0.35347985347985345
6201,pichilemu,2020-07-28,0.047619047619047616
16106,pinto,2020-07-28,NA
13202,pirque,2020-07-28,0.07590702947845805
9114,pitrufquen,2020-07-28,0.01578813343519226
6308,placilla,2020-07-28,NA
16205,portezuelo,2020-07-28,NA
12301,porvenir,2020-07-28,NA
1401,pozo almonte,2020-07-28,0.4138640387661914
12302,primavera,2020-07-28,NA
13123,providencia,2020-07-28,0.10178374521625264
5105,puchuncavi,2020-07-28,0.1373015873015873
9115,pucon,2020-07-28,0.015840056953013763
13124,pudahuel,2020-07-28,0.1438902837118225
13201,puente alto,2020-07-28,0.13193637315932083
10101,puerto montt,2020-07-28,0.13792239774089102
10302,puerto octay,2020-07-28,0.07142857142857142
10109,puerto varas,2020-07-28,0.03223950191200577
6309,pumanque,2020-07-28,NA
4304,punitaqui,2020-07-28,0.026429490715205
12101,punta arenas,2020-07-28,0.07870321556738126
9208,puren,2020-07-28,NA
10303,purranque,2020-07-28,0.02300556586270872
5705,putaendo,2020-07-28,0.09714285714285714
15201,putre,2020-07-28,NA
10304,puyehue,2020-07-28,0.08134920634920635
10209,quemchi,2020-07-28,NA
8308,quilaco,2020-07-28,NA
13125,quilicura,2020-07-28,0.19921258831288247
8309,quilleco,2020-07-28,0.16904761904761906
16107,quillon,2020-07-28,NA
5501,quillota,2020-07-28,0.21849493111672177
5801,quilpue,2020-07-28,0.1346483746158586
10210,quinchao,2020-07-28,NA
6114,quinta de tilcoco,2020-07-28,0.2976190476190476
13126,quinta normal,2020-07-28,0.10425773301463795
5107,quintero,2020-07-28,0.12622655122655121
16201,quirihue,2020-07-28,0.0822829131652661
6101,rancagua,2020-07-28,0.11441699065381523
16206,ranquil,2020-07-28,NA
7305,rauco,2020-07-28,0.10441304727019013
13127,recoleta,2020-07-28,0.1132019551680053
9209,renaico,2020-07-28,0.17647058823529413
13128,renca,2020-07-28,0.13036330368875965
6115,rengo,2020-07-28,0.18006926041161075
6116,requinoa,2020-07-28,0.28168934240362814
7405,retiro,2020-07-28,0.09512987012987013
5303,rinconada,2020-07-28,0.09297052154195011
14204,rio bueno,2020-07-28,0.01913265306122449
7108,rio claro,2020-07-28,NA
4305,rio hurtado,2020-07-28,0.14935064935064934
10305,rio negro,2020-07-28,0.02209772798008092
7306,romeral,2020-07-28,0.11563308803751082
9116,saavedra,2020-07-28,NA
7307,sagrada familia,2020-07-28,0.05035347472322262
4204,salamanca,2020-07-28,0.1723285727217575
5601,san antonio,2020-07-28,0.16482362576602688
13401,san bernardo,2020-07-28,0.15921876344775687
16301,san carlos,2020-07-28,0.06811800116872145
7109,san clemente,2020-07-28,0.05295744772343638
5304,san esteban,2020-07-28,0.06173984745413317
16304,san fabian,2020-07-28,NA
5701,san felipe,2020-07-28,0.08682581660215351
6301,san fernando,2020-07-28,0.20602938892096104
16108,san ignacio,2020-07-28,0.04887218045112782
7406,san javier,2020-07-28,0.19696240779190088
13129,san joaquin,2020-07-28,0.08303713318339552
13203,san jose de maipo,2020-07-28,0.2613483440416845
10306,san juan de la costa,2020-07-28,0.13852813852813853
13130,san miguel,2020-07-28,0.08198901056907214
16305,san nicolas,2020-07-28,0.08388278388278388
10307,san pablo,2020-07-28,0.12857142857142856
13505,san pedro,2020-07-28,0.03571428571428571
2203,san pedro de atacama,2020-07-28,NA
8108,san pedro de la paz,2020-07-28,0.14661700012896492
7110,san rafael,2020-07-28,0.015873015873015872
13131,san ramon,2020-07-28,0.1918495183372245
8310,san rosendo,2020-07-28,0.07142857142857142
6117,san vicente,2020-07-28,0.18899657810948134
8311,santa barbara,2020-07-28,0.1807081807081807
6310,santa cruz,2020-07-28,0.13451536033636358
8109,santa juana,2020-07-28,0.03571428571428571
5706,santa maria,2020-07-28,0.12295918367346938
13101,santiago,2020-07-28,0.07535995309703657
5606,santo domingo,2020-07-28,NA
2103,sierra gorda,2020-07-28,NA
13601,talagante,2020-07-28,0.15411275987754683
7101,talca,2020-07-28,0.08347034160404466
8110,talcahuano,2020-07-28,0.15138901593549467
2104,taltal,2020-07-28,0.04671201814058957
