Region,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Antofagasta,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Arica y Parinacota,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Atacama,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Aysén del General Carlos Ibáñez del Campo,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Biobío,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,Coquimbo,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,La Araucanía,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Libertador General Bernardo O'Higgins,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Lagos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Los Ríos,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Magallanes y de la Antártica Chilena,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Maule,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Metropolitana de Santiago,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Tarapacá,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Valparaíso,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble,Ñuble
2015-06-25,8,1,0,0,0,0,0,1,4,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,2,0,1,0,0,0,0,0,5,0,0,1,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,0,4,0,0,6,0,0,2,0,0,0,1,0,2,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,9,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,0,0,1,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,2,0,0,0,0,1,2,0,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0,1,1,1,1,0,0,0,5,0,25,0,1,8,0,0,3,0,7,0,0,1,1,4,0,3,1,0,0,0,2,0,8,1,10,0,2,3,0,6,0,1,4,0,6,12,0,0,5,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,5,0,0,3,0,1,0,8,2,3,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
2015-06-26,12,4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,9,0,0,1,0,2,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,6,1,0,2,0,1,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,1,0,0,2,0,0,0,1,4,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,8,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,7,0,8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,1,0,1,8,0,1,0,0,1,2,0,0,1,0,6,0,1,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,1,0,2,2,1,2,0,2,0,2,0,31,0,2,3,0,4,3,1,4,0,0,1,1,6,0,4,0,0,1,3,3,0,5,0,7,0,1,1,0,2,1,0,5,0,3,13,1,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,3,1,4,0,10,4,11,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0
2015-06-27,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,2,0,13,1,2,5,2,2,2,1,4,0,1,1,1,7,0,0,1,1,3,1,4,0,10,3,2,0,1,3,1,5,1,0,3,0,2,6,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,2,0,1,0,2,0,0,0,17,0,1,4,2,5,3,0,4,1,1,3,2,9,0,2,0,1,2,0,3,1,10,2,4,0,3,3,1,7,0,1,3,0,8,11,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,2,0,3,1,1,0,21,0,1,4,0,4,4,0,4,1,1,2,1,4,0,0,0,0,0,0,5,1,5,3,6,1,1,4,0,5,2,0,6,0,4,7,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-30,15,9,0,0,0,0,0,1,6,0,0,0,0,0,0,12,0,0,1,3,5,1,0,2,0,1,1,0,0,0,0,0,0,1,1,1,0,4,26,0,7,2,1,4,1,1,0,0,26,2,3,0,0,2,0,0,3,1,0,0,10,0,5,0,0,0,0,2,7,2,0,11,0,0,8,0,0,0,0,0,7,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,4,0,2,2,1,1,1,20,0,0,1,1,1,8,0,1,2,1,0,0,2,0,1,0,1,0,0,0,1,0,2,0,2,0,2,0,3,0,0,1,17,1,2,7,1,7,1,1,5,0,0,1,0,0,1,1,0,1,0,0,0,8,0,13,0,2,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,1,2,0,3,1,0,13,0,1,0,0,6,4,1,1,1,1,10,0,1,0,8,1,0,2,3,1,0,0,0,0,0,0,0,0,2,0,15,0,0,2,1,1,4,0,0,1,0,2,3,5,0,1,2,31,1,0,5,1,2,3,1,4,1,1,4,2,7,0,3,0,2,1,3,7,0,9,4,11,0,2,2,1,8,2,1,3,0,3,9,0,1,3,3,1,0,0,0,10,0,0,1,0,3,0,2,0,0,2,0,0,0,1,0,0,0,4,1,3,0,1,0,0,0,2,2,2,7,5,0,5,1,4,0,28,5,23,0,3,17,2,0,1,0,2,0,0,0,0,0,0,1,7,0,0,1,0,0,2
2015-07-01,8,4,0,0,0,0,0,1,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,1,0,1,0,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,3,2,0,7,1,1,4,0,1,0,1,1,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,12,0,0,0,2,1,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9,4,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,6,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,12,0,0,0,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,2,0,4,3,1,1,0,1,0,1,0,24,1,2,8,1,4,4,0,4,1,1,0,2,7,0,1,1,0,2,0,4,0,9,0,8,2,1,4,2,4,2,0,9,0,1,12,0,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,5,7,1,0,6,0,5,1,11,2,13,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0
2015-07-02,3,4,0,0,0,0,0,2,6,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,9,1,1,0,1,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,2,0,0,5,1,1,4,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,12,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,4,0,2,0,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,2,1,3,0,1,0,22,0,1,7,2,3,5,1,7,3,1,0,0,9,0,3,1,0,0,0,6,1,8,3,10,1,1,1,0,5,2,1,8,1,2,9,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,2,3,0,0,1,1,4,0,8,1,9,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015-07-03,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,13,0,2,0,1,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0,3,1,0,10,0,0,5,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6,1,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,7,0,0,5,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,2,1,1,0,1,0,0,1,0,2,0,0,0,0,6,4,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,2,2,0,1,1,2,0,17,0,1,3,0,3,6,0,2,0,4,1,0,6,0,1,0,2,3,0,2,0,4,2,4,0,4,5,1,6,0,1,4,0,4,16,0,1,1,3,1,0,0,0,5,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,3,1,0,0,4,0,3,0,6,3,14,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-04,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,3,2,14,0,0,6,1,2,3,3,4,1,0,2,0,5,0,0,0,1,1,3,3,0,3,2,7,1,5,1,0,2,1,0,5,0,2,9,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,13,0,2,3,1,0,3,0,4,0,1,0,1,4,0,0,0,0,2,0,2,0,5,3,4,0,0,4,2,1,1,0,2,0,1,4,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,15,5,0,0,0,0,0,2,11,0,0,0,0,0,0,9,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,1,23,0,4,1,0,0,1,2,1,0,15,4,1,0,0,1,0,1,1,0,1,2,6,0,3,2,3,1,1,1,10,2,0,13,0,1,4,0,0,0,0,1,2,1,0,1,1,0,1,1,1,1,2,3,1,0,0,0,0,1,1,0,2,1,0,0,1,21,0,2,5,2,0,1,2,0,1,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,23,2,0,6,0,7,5,0,3,0,1,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,1,0,10,0,1,0,0,4,2,0,0,3,0,11,0,0,0,7,1,0,4,2,0,0,0,0,1,0,0,0,3,2,0,7,1,0,0,0,0,2,3,1,3,1,1,0,2,1,4,2,22,0,0,9,2,5,3,0,5,1,3,3,4,7,0,9,1,2,0,3,8,0,13,2,6,0,0,4,4,6,3,0,10,0,4,13,3,1,9,3,0,0,0,0,9,0,0,1,0,3,1,1,1,0,0,0,0,1,1,0,0,3,1,0,5,0,0,1,0,0,0,1,7,9,0,0,7,0,4,0,14,4,29,0,3,15,2,0,0,3,2,0,0,1,0,1,1,0,6,0,0,0,0,1,1
2015-07-07,8,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,10,0,0,2,0,1,0,0,2,0,7,0,0,0,0,2,0,0,0,0,0,2,5,0,1,0,0,0,0,0,2,2,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,14,0,2,1,1,1,2,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,6,0,1,0,0,3,0,1,0,1,1,4,0,0,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,9,1,0,0,0,0,1,0,0,1,1,2,0,0,0,3,0,31,0,1,4,0,2,1,1,6,1,1,4,1,6,0,3,0,1,1,2,7,0,9,1,10,0,2,3,2,9,2,0,9,0,3,8,2,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,5,0,0,1,2,0,6,0,12,6,7,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2015-07-08,7,4,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,1,0,1,0,1,0,0,0,0,5,1,0,1,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,0,0,0,6,1,0,0,1,0,4,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,3,2,0,1,1,3,1,14,1,2,7,4,0,4,1,8,1,2,0,2,10,0,1,0,0,2,2,3,0,9,1,11,1,1,2,2,4,1,0,5,1,2,15,0,1,1,3,0,0,0,0,3,0,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,0,5,0,3,0,8,0,15,0,0,10,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2015-07-09,10,0,0,0,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,8,0,4,0,0,1,0,1,0,0,9,1,0,1,0,0,0,0,1,0,0,0,5,0,2,0,2,0,1,0,7,2,0,5,0,1,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,2,0,1,0,0,2,0,1,0,1,0,4,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,18,1,1,3,3,0,3,0,3,1,3,0,3,6,0,1,0,2,0,2,2,0,7,2,4,0,3,3,1,6,1,0,5,0,1,13,2,0,0,3,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,0,5,1,1,0,1,1,3,0,8,0,5,0,2,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2015-07-10,6,3,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,2,5,0,4,1,0,2,0,0,0,0,7,2,1,1,0,0,0,0,2,0,0,2,7,0,2,0,1,1,1,0,2,1,0,3,0,0,3,0,0,1,0,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,1,0,5,0,0,0,0,4,0,0,0,1,1,6,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,1,1,0,3,1,5,0,18,0,3,5,1,2,3,0,4,0,4,2,1,2,0,2,1,0,0,2,8,0,8,1,7,0,1,5,1,6,2,1,9,0,1,17,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,5,4,0,0,3,0,4,0,6,1,9,0,1,8,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
