Region,Codigo region,Comuna,Codigo comuna,Poblacion,2020-03-30,2020-04-01,2020-04-03,2020-04-06,2020-04-08,2020-04-10,2020-04-13,2020-04-15,2020-04-17,2020-04-20,2020-04-24,2020-04-27,2020-05-01,2020-05-04,2020-05-08,2020-05-11,2020-05-15,2020-05-18,2020-05-22,2020-05-25,2020-05-29,2020-06-01,2020-06-05,2020-06-08,2020-06-12,2020-06-15,2020-06-19,2020-06-23,2020-06-28,2020-07-01,2020-07-05,2020-07-10,2020-07-13,2020-07-17,2020-07-20,2020-07-24,2020-07-27,2020-07-31,2020-08-03,2020-08-07,2020-08-10,2020-08-14,2020-08-17,2020-08-21,2020-08-24,2020-08-28,Tasa
Maule,07,Cauquenes,07201,44143.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,8.0,10.0,12.0,13.0,13.0,13.0,13.0,14.0,20.0,23.0,26.0,32.0,44.0,63.0,91.0,143.0,141.0,164.0,216.0,250.0,271.0,293.0,317.0,328.0,348.0,379.0,386.0,386.0,396.0,399.0,404.0,405.0,405.0,410.0,416.0,417.0,422.0,429,971.8
Maule,07,Chanco,07202,9331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,11.0,13.0,17.0,26.0,29.0,29.0,29.0,30.0,34.0,39.0,43.0,46.0,47.0,48.0,48.0,48.0,48.0,52.0,52.0,56.0,60.0,63,675.2
Maule,07,Colbun,07402,22565.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,10.0,13.0,19.0,20.0,32.0,33.0,42.0,46.0,53.0,60.0,84.0,98.0,112.0,116.0,122.0,143.0,146.0,154.0,165.0,176.0,186.0,194.0,201.0,206.0,229.0,242.0,244.0,252.0,261.0,273,1209.8
Maule,07,Constitucion,07102,50348.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,11.0,11.0,18.0,19.0,21.0,23.0,23.0,23.0,26.0,27.0,28.0,31.0,33.0,35.0,39.0,42.0,50.0,62.0,81.0,118.0,143.0,172.0,199.0,216.0,230.0,253.0,270.0,320.0,348.0,357.0,366.0,381.0,388.0,401.0,412.0,426.0,430.0,445,883.8
Maule,07,Curepto,07103,9426.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,12.0,14.0,12.0,13.0,13.0,13.0,13.0,14.0,15.0,23.0,29.0,30.0,34.0,38.0,39.0,40.0,41.0,45.0,46.0,49.0,51.0,53.0,66.0,77.0,88.0,97.0,100.0,107,1135.2
Maule,07,Curico,07301,163626.0,6.0,8.0,11.0,13.0,13.0,17.0,20.0,23.0,24.0,31.0,31.0,37.0,45.0,45.0,51.0,56.0,63.0,83.0,116.0,163.0,231.0,279.0,429.0,534.0,677.0,780.0,998.0,1190.0,1315.0,1414.0,1504.0,1626.0,1688.0,1781.0,1833.0,1912.0,1972.0,2065.0,2116.0,2165.0,2182.0,2217.0,2260.0,2307.0,2321.0,2343,1431.9
Maule,07,Empedrado,07104,4206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,19.0,23.0,26.0,26.0,27.0,27.0,29.0,29.0,30.0,30.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,35.0,36,855.9
Maule,07,Hualane,07302,10222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,18.0,21.0,46.0,63.0,76.0,81.0,102.0,104.0,112.0,112.0,113.0,113.0,113.0,113.0,113.0,115.0,115.0,115.0,115.0,116.0,115.0,116.0,116.0,116.0,116.0,117,1144.6
Maule,07,Licanten,07303,6989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,8.0,8.0,13.0,15.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,21.0,22.0,24.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26,372.0
Maule,07,Linares,07401,101073.0,4.0,6.0,10.0,11.0,12.0,13.0,13.0,13.0,15.0,22.0,22.0,24.0,27.0,27.0,31.0,34.0,46.0,49.0,60.0,65.0,75.0,84.0,103.0,107.0,129.0,162.0,224.0,280.0,342.0,381.0,437.0,493.0,534.0,571.0,591.0,634.0,682.0,706.0,736.0,800.0,824.0,860.0,885.0,944.0,1011.0,1065,1053.7
Maule,07,Longavi,07403,32810.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,7.0,10.0,13.0,19.0,20.0,27.0,31.0,44.0,49.0,68.0,94.0,137.0,160.0,175.0,178.0,195.0,220.0,235.0,250.0,254.0,256.0,261.0,265.0,269.0,280.0,298.0,311.0,320.0,325.0,331.0,343,1045.4
Maule,07,Maule,07105,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,13.0,22.0,22.0,23.0,23.0,24.0,24.0,28.0,29.0,36.0,45.0,50.0,52.0,78.0,90.0,105.0,111.0,146.0,162.0,209.0,220.0,257.0,301.0,325.0,347.0,370.0,402.0,423.0,443.0,450.0,465.0,490.0,516.0,545.0,560.0,569.0,595,991.7
Maule,07,Molina,07304,49800.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,5.0,7.0,7.0,7.0,7.0,8.0,9.0,8.0,8.0,10.0,13.0,20.0,23.0,33.0,46.0,55.0,62.0,83.0,104.0,154.0,174.0,188.0,204.0,217.0,230.0,236.0,248.0,258.0,272.0,276.0,291.0,308.0,326.0,334.0,349.0,357.0,376,755.0
Maule,07,Parral,07404,44544.0,4.0,0.0,0.0,0.0,4.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,13.0,21.0,34.0,56.0,72.0,96.0,106.0,130.0,143.0,172.0,197.0,217.0,221.0,230.0,240.0,243.0,254.0,261.0,260.0,265.0,273.0,277.0,283.0,291.0,297.0,301.0,274.0,272.0,282,633.1
Maule,07,Pelarco,07106,9083.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,13.0,13.0,17.0,19.0,19.0,21.0,23.0,26.0,33.0,33.0,34.0,36.0,39.0,39.0,41.0,44.0,53.0,59.0,66.0,85.0,100.0,115.0,126.0,133.0,133.0,134.0,135.0,136.0,136.0,141,1552.4
Maule,07,Pelluhue,07203,8092.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,7.0,10.0,10.0,10.0,10.0,12.0,12.0,30.0,32.0,47.0,51.0,55.0,55.0,57.0,59.0,60.0,60.0,60.0,63.0,65.0,68.0,69.0,69.0,72.0,75.0,78.0,80.0,91.0,97,1198.7
Maule,07,Pencahue,07107,8601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,12.0,12.0,14.0,14.0,17.0,18.0,23.0,25.0,28.0,34.0,36.0,47.0,50.0,52.0,52.0,54.0,55.0,56.0,57.0,57.0,57.0,57.0,57.0,66.0,69.0,74,860.4
Maule,07,Rauco,07305,11248.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,6.0,10.0,12.0,17.0,17.0,20.0,28.0,35.0,39.0,45.0,49.0,56.0,65.0,69.0,82.0,86.0,97.0,101.0,108.0,109.0,110.0,114.0,117.0,119.0,121.0,122.0,124,1102.4
Maule,07,Retiro,07405,21071.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,6.0,13.0,19.0,49.0,59.0,68.0,78.0,100.0,108.0,114.0,118.0,124.0,129.0,130.0,132.0,133.0,135.0,136.0,144.0,147.0,157.0,162.0,164.0,169.0,173.0,174.0,177,840.0
Maule,07,Rio Claro,07108,14753.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,6.0,7.0,7.0,8.0,9.0,9.0,9.0,11.0,11.0,13.0,14.0,14.0,16.0,19.0,22.0,25.0,26.0,28.0,35.0,47.0,52.0,64.0,72.0,74.0,75.0,75.0,85.0,91.0,100.0,100.0,110.0,111.0,115.0,116.0,116.0,119.0,122,827.0
Maule,07,Romeral,07306,16170.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,5.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,15.0,18.0,32.0,44.0,53.0,70.0,76.0,104.0,141.0,181.0,198.0,207.0,217.0,222.0,226.0,234.0,239.0,251.0,256.0,265.0,270.0,276.0,289.0,300.0,309.0,310.0,310,1917.1
Maule,07,Sagrada Familia,07307,19469.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,10.0,14.0,23.0,32.0,38.0,44.0,55.0,57.0,63.0,76.0,83.0,81.0,82.0,86.0,88.0,91.0,95.0,104.0,107.0,113.0,118.0,120.0,126.0,130,667.7
Maule,07,San Clemente,07109,46292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,9.0,9.0,10.0,10.0,14.0,19.0,23.0,25.0,36.0,44.0,55.0,60.0,78.0,88.0,111.0,129.0,158.0,194.0,251.0,278.0,340.0,384.0,417.0,447.0,468.0,487.0,497.0,513.0,522.0,549.0,563.0,584.0,601.0,612.0,633.0,653,1410.6
Maule,07,San Javier,07406,49451.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,9.0,11.0,16.0,20.0,20.0,23.0,23.0,25.0,27.0,34.0,34.0,41.0,45.0,49.0,54.0,66.0,82.0,104.0,120.0,164.0,183.0,215.0,231.0,267.0,290.0,314.0,356.0,370.0,395.0,424.0,456.0,479.0,497.0,511.0,522.0,534.0,540.0,546.0,554,1120.3
Maule,07,San Rafael,07110,9959.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,6.0,12.0,29.0,41.0,45.0,48.0,55.0,59.0,65.0,71.0,79.0,82.0,98.0,102.0,107.0,118.0,118.0,120.0,124.0,125.0,125.0,126.0,128.0,131.0,132.0,142.0,146.0,163.0,174.0,184,1847.6
Maule,07,Talca,07101,236724.0,34.0,37.0,42.0,48.0,51.0,51.0,51.0,57.0,91.0,133.0,145.0,149.0,160.0,162.0,163.0,166.0,191.0,203.0,247.0,283.0,311.0,329.0,392.0,433.0,530.0,607.0,762.0,939.0,1154.0,1239.0,1392.0,1565.0,1635.0,1710.0,1755.0,1810.0,1865.0,1920.0,1937.0,2026.0,2112.0,2185.0,2258.0,2372.0,2434.0,2519,1064.1
Maule,07,Teno,07308,30850.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,5.0,7.0,8.0,8.0,9.0,11.0,12.0,12.0,15.0,22.0,31.0,34.0,57.0,81.0,109.0,118.0,136.0,158.0,166.0,193.0,199.0,227.0,241.0,253.0,266.0,286.0,299.0,311.0,318.0,329.0,333.0,349,1131.3
Maule,07,Vichuquen,07309,4381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,137.0
Maule,07,Villa Alegre,07407,17512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,6.0,6.0,12.0,17.0,23.0,30.0,42.0,47.0,50.0,55.0,69.0,85.0,88.0,104.0,109.0,129.0,136.0,141.0,143.0,146.0,153.0,152.0,158.0,163.0,170.0,177,1010.7
Maule,07,Yerbas Buenas,07408,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,8.0,15.0,18.0,24.0,28.0,46.0,48.0,59.0,62.0,87.0,92.0,90.0,93.0,98.0,99.0,101.0,110.0,114.0,120.0,121.0,129.0,132.0,144.0,151.0,155.0,156.0,166.0,178.0,177,921.9
Maule,07,Desconocido Maule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,31.0,50.0,43.0,39.0,45.0,43.0,44.0,40.0,36.0,47.0,46.0,42.0,41.0,41.0,42.0,9.0,6.0,4.0,7,
Maule,07,Total,,1131939.0,48.0,55.0,67.0,88.0,101.0,108.0,141.0,152.0,223.0,310.0,359.0,375.0,408.0,413.0,439.0,468.0,557.0,620.0,800.0,974.0,1207.0,1377.0,1872.0,2214.0,2726.0,3133.0,4112.0,4874.0,5730.0,6146.0,6767.0,7453.0,7823.0,8315.0,8584.0,9030.0,9400.0,9770.0,9989.0,10386.0,10703.0,11047.0,11310.0,11660.0,11936.0,12301.0,30768.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuble,16,Bulnes,16102,22607.0,12.0,18.0,32.0,36.0,45.0,48.0,48.0,48.0,48.0,54.0,59.0,60.0,62.0,72.0,77.0,80.0,108.0,132.0,138.0,160.0,169.0,178.0,189.0,197.0,201.0,205.0,236.0,237.0,251.0,255.0,268.0,294.0,308.0,331.0,336.0,344.0,359.0,382.0,398.0,444.0,458.0,483.0,491.0,519.0,538.0,557,2463.8
Nuble,16,Chillan,16101,198624.0,114.0,173.0,240.0,291.0,327.0,342.0,355.0,373.0,387.0,395.0,411.0,405.0,414.0,415.0,418.0,429.0,444.0,493.0,505.0,550.0,582.0,601.0,648.0,700.0,767.0,807.0,930.0,991.0,1125.0,1155.0,1276.0,1420.0,1493.0,1578.0,1631.0,1671.0,1708.0,1732.0,1765.0,1836.0,1881.0,1946.0,1977.0,2075.0,2176.0,2357,1186.7
Nuble,16,Chillan Viejo,16103,33827.0,13.0,22.0,26.0,30.0,34.0,40.0,44.0,45.0,45.0,49.0,52.0,55.0,55.0,55.0,55.0,57.0,61.0,67.0,72.0,91.0,97.0,100.0,107.0,115.0,126.0,130.0,169.0,175.0,188.0,200.0,213.0,232.0,240.0,259.0,276.0,284.0,286.0,289.0,291.0,297.0,305.0,315.0,319.0,338.0,352.0,382,1129.3
Nuble,16,Cobquecura,16202,5275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,18.0,18.0,20.0,20.0,20,379.1
Nuble,16,Coelemu,16203,16845.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,8.0,18.0,21.0,25.0,29.0,35.0,35.0,50.0,58.0,62.0,62.0,63.0,66.0,70.0,73.0,73.0,73.0,75.0,76.0,80.0,82.0,85.0,91.0,91.0,91.0,91.0,92,546.2
Nuble,16,Coihueco,16302,28375.0,0.0,0.0,0.0,6.0,7.0,8.0,11.0,11.0,14.0,21.0,24.0,25.0,40.0,42.0,42.0,42.0,45.0,50.0,50.0,52.0,53.0,53.0,53.0,54.0,61.0,62.0,73.0,79.0,92.0,99.0,115.0,139.0,153.0,170.0,187.0,198.0,204.0,209.0,211.0,216.0,223.0,233.0,236.0,240.0,247.0,268,944.5
Nuble,16,El Carmen,16104,12334.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,7.0,16.0,17.0,25.0,27.0,28.0,31.0,51.0,58.0,63.0,64.0,68.0,83.0,86.0,90.0,92.0,93.0,98.0,102.0,103.0,108.0,103.0,103.0,103.0,105.0,107.0,124,1005.4
Nuble,16,Ninhue,16204,5414.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,10.0,12.0,11.0,12.0,15.0,19.0,24.0,33.0,34.0,39.0,41.0,41.0,41.0,43.0,44.0,48.0,48.0,50.0,50.0,52.0,52.0,54.0,55.0,55.0,55,1015.9
Nuble,16,Niquen,16303,11567.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9.0,9.0,11.0,20.0,28.0,32.0,41.0,60.0,62.0,66.0,67.0,68.0,69.0,72.0,75.0,78.0,84.0,87.0,90.0,91.0,92.0,95.0,114.0,118.0,124.0,136.0,137,1184.4
Nuble,16,Pemuco,16105,8639.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,9.0,10.0,10.0,10.0,11.0,11.0,15.0,16.0,16.0,20.0,49.0,71.0,74.0,76.0,85.0,90.0,95.0,98.0,100.0,102.0,102.0,103.0,103.0,104.0,105.0,105.0,105.0,105.0,110.0,115,1331.2
Nuble,16,Pinto,16106,11880.0,0.0,0.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,14.0,17.0,15.0,15.0,15.0,15.0,17.0,17.0,18.0,26.0,28.0,34.0,35.0,35.0,45.0,54.0,56.0,60.0,65.0,66.0,68.0,68.0,68.0,71.0,73.0,75.0,74.0,76.0,79,665.0
Nuble,16,Portezuelo,16205,4940.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,11.0,11.0,11.0,12.0,15.0,15.0,19.0,21.0,21.0,22.0,21.0,21.0,21.0,22.0,23.0,23.0,23.0,23.0,26,526.3
Nuble,16,Quillon,16107,18777.0,4.0,7.0,15.0,17.0,22.0,22.0,23.0,23.0,24.0,26.0,26.0,28.0,30.0,32.0,32.0,33.0,33.0,39.0,39.0,44.0,53.0,55.0,67.0,76.0,88.0,95.0,116.0,117.0,122.0,122.0,128.0,141.0,164.0,170.0,172.0,175.0,178.0,183.0,184.0,185.0,190.0,191.0,193.0,197.0,205.0,214,1139.7
Nuble,16,Quirihue,16201,12192.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,8.0,12.0,16.0,16.0,16.0,17.0,20.0,21.0,21.0,23.0,23.0,25.0,29.0,39.0,39.0,39.0,44.0,57.0,58.0,59.0,62.0,62.0,67.0,70.0,71.0,80.0,94.0,99.0,114.0,119.0,121,992.5
Nuble,16,Ranquil,16206,6261.0,0.0,0.0,5.0,7.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,12.0,18.0,19.0,21.0,22.0,27.0,27.0,29.0,40.0,42.0,40.0,44.0,41.0,41.0,41.0,47.0,49.0,49.0,50.0,51.0,52,830.5
Nuble,16,San Carlos,16301,56252.0,8.0,13.0,13.0,19.0,28.0,29.0,31.0,31.0,31.0,32.0,34.0,34.0,35.0,36.0,37.0,42.0,46.0,48.0,52.0,55.0,67.0,71.0,91.0,113.0,145.0,158.0,266.0,288.0,315.0,321.0,370.0,414.0,432.0,457.0,459.0,478.0,489.0,495.0,498.0,504.0,513.0,519.0,528.0,538.0,554.0,575,1022.2
Nuble,16,San Fabian,16304,4654.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,11.0,14.0,14.0,13.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17,365.3
Nuble,16,San Ignacio,16108,16624.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,8.0,10.0,11.0,11.0,11.0,14.0,14.0,16.0,24.0,26.0,30.0,33.0,45.0,65.0,110.0,129.0,132.0,132.0,138.0,144.0,157.0,167.0,176.0,168.0,173.0,174.0,177.0,178.0,177.0,178.0,178.0,179.0,182.0,185,1112.8
Nuble,16,San Nicolas,16305,12172.0,0.0,0.0,4.0,10.0,11.0,12.0,12.0,14.0,14.0,14.0,14.0,16.0,16.0,14.0,15.0,15.0,17.0,17.0,19.0,25.0,26.0,26.0,33.0,35.0,40.0,43.0,54.0,56.0,63.0,63.0,69.0,83.0,96.0,109.0,111.0,112.0,114.0,117.0,125.0,131.0,134.0,133.0,137.0,137.0,139.0,149,1224.1
Nuble,16,Treguaco,16207,5696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,8.0,8.0,8.0,14.0,14.0,15.0,16.0,19.0,26,456.5
Nuble,16,Yungay,16109,18596.0,0.0,7.0,10.0,26.0,37.0,38.0,42.0,42.0,45.0,46.0,46.0,48.0,52.0,55.0,55.0,55.0,57.0,58.0,59.0,59.0,62.0,62.0,63.0,67.0,69.0,72.0,76.0,78.0,93.0,94.0,97.0,102.0,107.0,113.0,116.0,124.0,130.0,132.0,136.0,139.0,144.0,144.0,146.0,148.0,151.0,152,817.4
Nuble,16,Desconocido Nuble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,4.0,0.0,10.0,1.0,2.0,3.0,8.0,4.0,4.0,4.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,13,
Nuble,16,Total,,511551.0,151.0,245.0,357.0,463.0,550.0,578.0,618.0,634.0,656.0,689.0,721.0,731.0,766.0,785.0,796.0,824.0,890.0,998.0,1037.0,1148.0,1251.0,1303.0,1440.0,1566.0,1735.0,1850.0,2353.0,2521.0,2800.0,2863.0,3132.0,3464.0,3687.0,3924.0,4061.0,4163.0,4270.0,4357.0,4438.0,4594.0,4719.0,4894.0,4973.0,5167.0,5369.0,5716.0,20338.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biobio,08,Alto Biobio,08314,6775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,45.0,88.0,98.0,120.0,123.0,132.0,151.0,158.0,162.0,162.0,157.0,162.0,167.0,168.0,169.0,171.0,171.0,172.0,173.0,173.0,175.0,176.0,176.0,177.0,177.0,178,2627.3
Biobio,08,Antuco,08302,4306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,4.0,4.0,14.0,16.0,18.0,19.0,23.0,24.0,26.0,39.0,45.0,47.0,47.0,47.0,52.0,54.0,54.0,55.0,60.0,62.0,62.0,62.0,63.0,63.0,64.0,64.0,64.0,65,1509.5
Biobio,08,Arauco,08202,38679.0,0.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,11.0,15.0,15.0,18.0,28.0,34.0,44.0,63.0,68.0,75.0,85.0,91.0,134.0,166.0,224.0,242.0,272.0,286.0,286.0,296.0,309.0,326.0,352.0,384.0,401.0,426.0,444.0,462.0,480.0,504.0,545.0,558,1442.6
Biobio,08,Cabrero,08303,30725.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,8.0,9.0,9.0,13.0,15.0,16.0,16.0,22.0,22.0,23.0,24.0,26.0,26.0,27.0,29.0,30.0,34.0,37.0,45.0,123.0,179.0,130.0,114.0,118.0,125.0,129.0,135.0,140.0,144.0,144.0,148.0,153.0,159.0,164.0,166.0,169.0,183.0,193.0,197,641.2
Biobio,08,Canete,08203,37003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,9.0,11.0,14.0,15.0,20.0,21.0,21.0,24.0,32.0,33.0,33.0,34.0,36.0,39.0,47.0,67.0,78.0,102.0,115.0,122.0,135.0,142.0,154.0,174.0,195.0,210.0,227,613.5
Biobio,08,Chiguayante,08103,91180.0,6.0,18.0,26.0,32.0,35.0,40.0,41.0,37.0,39.0,41.0,57.0,58.0,61.0,69.0,71.0,75.0,77.0,84.0,87.0,88.0,97.0,108.0,119.0,126.0,149.0,163.0,226.0,254.0,305.0,323.0,354.0,399.0,431.0,470.0,502.0,530.0,560.0,597.0,612.0,664.0,706.0,774.0,822.0,887.0,965.0,1043,1143.9
Biobio,08,Concepcion,08101,238092.0,28.0,47.0,53.0,70.0,73.0,81.0,92.0,130.0,142.0,149.0,136.0,139.0,147.0,141.0,159.0,171.0,177.0,184.0,209.0,236.0,284.0,321.0,355.0,385.0,464.0,541.0,767.0,926.0,1108.0,1172.0,1256.0,1360.0,1424.0,1498.0,1571.0,1653.0,1694.0,1772.0,1850.0,1944.0,2023.0,2173.0,2299.0,2466.0,2636.0,2879,1209.2
Biobio,08,Contulmo,08204,6330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,10.0,32.0,40.0,42.0,43.0,43.0,43.0,45.0,45.0,46.0,46.0,46.0,46.0,48.0,49.0,52.0,52.0,52.0,56,884.7
Biobio,08,Coronel,08102,125829.0,0.0,11.0,12.0,13.0,18.0,18.0,18.0,15.0,15.0,15.0,16.0,18.0,21.0,22.0,29.0,30.0,39.0,46.0,56.0,66.0,111.0,159.0,196.0,216.0,275.0,309.0,514.0,629.0,788.0,848.0,955.0,1056.0,1094.0,1158.0,1194.0,1258.0,1309.0,1368.0,1419.0,1516.0,1594.0,1669.0,1719.0,1802.0,1857.0,1959,1556.9
Biobio,08,Curanilahue,08205,33892.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,7.0,8.0,13.0,22.0,26.0,31.0,46.0,55.0,59.0,63.0,98.0,124.0,148.0,160.0,174.0,192.0,197.0,205.0,216.0,228.0,237.0,238.0,241.0,248.0,267,787.8
