Dato,Fecha,Total
Casos nuevos totales,2020-07-10,3058.0
Casos activos por FD,2020-07-10,45914.0
Casos activos por FIS,2020-07-10,24440.0
Casos recuperados por FIS,2020-07-10,278053.0
Casos recuperados por FD,2020-07-10,256579.0
Casos confirmados recuperados,2020-07-10,278053.0
Casos activos confirmados,2020-07-10,24440.0
Casos probables acumulados,2020-07-10,37400.0
Casos activos probables,2020-07-10,6633.0
Casos nuevos sin notificar,2020-07-10,
Casos nuevos con sintomas,2020-07-11,2219.0
Casos totales,2020-07-11,312029.0
Casos recuperados,2020-07-11,
Fallecidos,2020-07-11,6881.0
Casos activos,2020-07-11,24008.0
Casos nuevos sin sintomas,2020-07-11,405.0
Casos nuevos totales,2020-07-11,2755.0
Casos activos por FD,2020-07-11,44263.0
Casos activos por FIS,2020-07-11,24008.0
Casos recuperados por FIS,2020-07-11,281140.0
Casos recuperados por FD,2020-07-11,260885.0
Casos confirmados recuperados,2020-07-11,280161.0
Casos activos confirmados,2020-07-11,24008.0
Casos probables acumulados,2020-07-11,38090.0
Casos activos probables,2020-07-11,6609.0
Casos nuevos sin notificar,2020-07-11,
Casos nuevos con sintomas,2020-07-12,2371.0
Casos totales,2020-07-12,315041.0
Casos recuperados,2020-07-12,
Fallecidos,2020-07-12,6979.0
Casos activos,2020-07-12,24166.0
Casos nuevos sin sintomas,2020-07-12,389.0
Casos nuevos totales,2020-07-12,3012.0
Casos activos por FD,2020-07-12,43059.0
Casos activos por FIS,2020-07-12,24166.0
Casos recuperados por FIS,2020-07-12,283896.0
Casos recuperados por FD,2020-07-12,265003.0
Casos confirmados recuperados,2020-07-12,283902.0
Casos activos confirmados,2020-07-12,24166.0
Casos probables acumulados,2020-07-12,38724.0
Casos activos probables,2020-07-12,6637.0
Casos nuevos sin notificar,2020-07-12,
Casos nuevos con sintomas,2020-07-13,1985.0
Casos totales,2020-07-13,317657.0
Casos recuperados,2020-07-13,
Fallecidos,2020-07-13,7024.0
Casos activos,2020-07-13,24077.0
Casos nuevos sin sintomas,2020-07-13,451.0
Casos nuevos totales,2020-07-13,2616.0
Casos activos por FD,2020-07-13,41658.0
Casos activos por FIS,2020-07-13,24077.0
Casos recuperados por FIS,2020-07-13,286556.0
Casos recuperados por FD,2020-07-13,268975.0
Casos confirmados recuperados,2020-07-13,286556.0
Casos activos confirmados,2020-07-13,24077.0
Casos probables acumulados,2020-07-13,39038.0
Casos activos probables,2020-07-13,6321.0
Casos nuevos sin notificar,2020-07-13,
Casos nuevos con sintomas,2020-07-14,1444.0
Casos totales,2020-07-14,319493.0
Casos recuperados,2020-07-14,
Fallecidos,2020-07-14,7069.0
Casos activos,2020-07-14,23205.0
Casos nuevos sin sintomas,2020-07-14,244.0
Casos nuevos totales,2020-07-14,1836.0
Casos activos por FD,2020-07-14,40100.0
Casos activos por FIS,2020-07-14,23205.0
Casos recuperados por FIS,2020-07-14,289219.0
Casos recuperados por FD,2020-07-14,272324.0
Casos confirmados recuperados,2020-07-14,289220.0
Casos activos confirmados,2020-07-14,23205.0
Casos probables acumulados,2020-07-14,39219.0
Casos activos probables,2020-07-14,5800.0
Casos nuevos sin notificar,2020-07-14,
Casos nuevos con sintomas,2020-07-15,1400.0
Casos totales,2020-07-15,321205.0
Casos recuperados,2020-07-15,
Fallecidos,2020-07-15,7186.0
Casos activos,2020-07-15,21934.0
Casos nuevos sin sintomas,2020-07-15,186.0
Casos nuevos totales,2020-07-15,1712.0
Casos activos por FD,2020-07-15,39162.0
Casos activos por FIS,2020-07-15,21934.0
Casos recuperados por FIS,2020-07-15,292085.0
Casos recuperados por FD,2020-07-15,274857.0
Casos confirmados recuperados,2020-07-15,292085.0
Casos activos confirmados,2020-07-15,21934.0
Casos probables acumulados,2020-07-15,39270.0
Casos activos probables,2020-07-15,5601.0
Casos nuevos sin notificar,2020-07-15,
Casos nuevos con sintomas,2020-07-16,1949.0
Casos totales,2020-07-16,323698.0
Casos recuperados,2020-07-16,
Fallecidos,2020-07-16,7290.0
Casos activos,2020-07-16,21107.0
Casos nuevos sin sintomas,2020-07-16,367.0
Casos nuevos totales,2020-07-16,2475.0
Casos activos por FD,2020-07-16,39157.0
Casos activos por FIS,2020-07-16,21107.0
Casos recuperados por FIS,2020-07-16,295301.0
Casos recuperados por FD,2020-07-16,277251.0
Casos confirmados recuperados,2020-07-16,295301.0
Casos activos confirmados,2020-07-16,21107.0
Casos probables acumulados,2020-07-16,38833.0
Casos activos probables,2020-07-16,5390.0
Casos nuevos sin notificar,2020-07-16,
Casos nuevos con sintomas,2020-07-17,2125.0
Casos totales,2020-07-17,326539.0
Casos recuperados,2020-07-17,
Fallecidos,2020-07-17,8347.0
Casos activos,2020-07-17,21378.0
Casos nuevos sin sintomas,2020-07-17,545.0
Casos nuevos totales,2020-07-17,2840.0
Casos activos por FD,2020-07-17,38450.0
Casos activos por FIS,2020-07-17,21378.0
Casos recuperados por FIS,2020-07-17,296814.0
Casos recuperados por FD,2020-07-17,279742.0
Casos confirmados recuperados,2020-07-17,296814.0
Casos activos confirmados,2020-07-17,21378.0
Casos probables acumulados,2020-07-17,40056.0
Casos activos probables,2020-07-17,4922.0
Casos nuevos sin notificar,2020-07-17,
Casos nuevos con sintomas,2020-07-18,1624.0
Casos totales,2020-07-18,328846.0
Casos recuperados,2020-07-18,
Fallecidos,2020-07-18,8445.0
Casos activos,2020-07-18,20952.0
Casos nuevos sin sintomas,2020-07-18,373.0
Casos nuevos totales,2020-07-18,2185.0
Casos activos por FD,2020-07-18,36999.0
Casos activos por FIS,2020-07-18,20952.0
Casos recuperados por FIS,2020-07-18,299449.0
Casos recuperados por FD,2020-07-18,283402.0
Casos confirmados recuperados,2020-07-18,299449.0
Casos activos confirmados,2020-07-18,
Casos probables acumulados,2020-07-18,39477.0
Casos activos probables,2020-07-18,4227.0
Casos nuevos sin notificar,2020-07-18,188.0
Casos nuevos con sintomas,2020-07-19,1615.0
Casos totales,2020-07-19,330930.0
Casos recuperados,2020-07-19,
Fallecidos,2020-07-19,8503.0
Casos activos,2020-07-19,20633.0
Casos nuevos sin sintomas,2020-07-19,359.0
Casos nuevos totales,2020-07-19,2082.0
Casos activos por FD,2020-07-19,35398.0
Casos activos por FIS,2020-07-19,20633.0
Casos recuperados por FIS,2020-07-19,301794.0
Casos recuperados por FD,2020-07-19,287029.0
Casos confirmados recuperados,2020-07-19,301794.0
Casos activos confirmados,2020-07-19,
Casos probables acumulados,2020-07-19,38695.0
Casos activos probables,2020-07-19,3487.0
Casos nuevos sin notificar,2020-07-19,108.0
Casos nuevos con sintomas,2020-07-20,1599.0
Casos totales,2020-07-20,333029.0
Casos recuperados,2020-07-20,
Fallecidos,2020-07-20,8633.0
Casos activos,2020-07-20,20404.0
Casos nuevos sin sintomas,2020-07-20,340.0
Casos nuevos totales,2020-07-20,2099.0
Casos activos por FD,2020-07-20,34472.0
Casos activos por FIS,2020-07-20,20404.0
Casos recuperados por FIS,2020-07-20,303992.0
Casos recuperados por FD,2020-07-20,289924.0
Casos confirmados recuperados,2020-07-20,303992.0
Casos activos confirmados,2020-07-20,
Casos probables acumulados,2020-07-20,38294.0
Casos activos probables,2020-07-20,2743.0
Casos nuevos sin notificar,2020-07-20,160.0
Casos nuevos con sintomas,2020-07-21,1342.0
Casos totales,2020-07-21,334683.0
Casos recuperados,2020-07-21,
Fallecidos,2020-07-21,8677.0
Casos activos,2020-07-21,19190.0
Casos nuevos sin sintomas,2020-07-21,230.0
Casos nuevos totales,2020-07-21,1656.0
Casos activos por FD,2020-07-21,33664.0
Casos activos por FIS,2020-07-21,19190.0
Casos recuperados por FIS,2020-07-21,306816.0
Casos recuperados por FD,2020-07-21,292342.0
Casos confirmados recuperados,2020-07-21,306816.0
Casos activos confirmados,2020-07-21,
Casos probables acumulados,2020-07-21,39828.0
Casos activos probables,2020-07-21,2414.0
Casos nuevos sin notificar,2020-07-21,84.0
Casos nuevos con sintomas,2020-07-22,1391.0
Casos totales,2020-07-22,336402.0
Casos recuperados,2020-07-22,
Fallecidos,2020-07-22,8722.0
Casos activos,2020-07-22,18439.0
Casos nuevos sin sintomas,2020-07-22,238.0
Casos nuevos totales,2020-07-22,1741.0
Casos activos por FD,2020-07-22,33319.0
Casos activos por FIS,2020-07-22,18439.0
Casos recuperados por FIS,2020-07-22,309241.0
Casos recuperados por FD,2020-07-22,294361.0
Casos confirmados recuperados,2020-07-22,309241.0
Casos activos confirmados,2020-07-22,
Casos probables acumulados,2020-07-22,39568.0
Casos activos probables,2020-07-22,1853.0
Casos nuevos sin notificar,2020-07-22,112.0
Casos nuevos con sintomas,2020-07-23,1841.0
Casos totales,2020-07-23,338759.0
Casos recuperados,2020-07-23,
Fallecidos,2020-07-23,8838.0
Casos activos,2020-07-23,18490.0
Casos nuevos sin sintomas,2020-07-23,379.0
Casos nuevos totales,2020-07-23,2371.0
Casos activos por FD,2020-07-23,32543.0
Casos activos por FIS,2020-07-23,18490.0
Casos recuperados por FIS,2020-07-23,311431.0
Casos recuperados por FD,2020-07-23,297378.0
Casos confirmados recuperados,2020-07-23,311431.0
Casos activos confirmados,2020-07-23,
Casos probables acumulados,2020-07-23,39282.0
Casos activos probables,2020-07-23,1511.0
Casos nuevos sin notificar,2020-07-23,151.0
Casos nuevos con sintomas,2020-07-24,2005.0
Casos totales,2020-07-24,341304.0
Casos recuperados,2020-07-24,
Fallecidos,2020-07-24,8914.0
Casos activos,2020-07-24,18694.0
Casos nuevos sin sintomas,2020-07-24,373.0
Casos nuevos totales,2020-07-24,2545.0
Casos activos por FD,2020-07-24,32030.0
Casos activos por FIS,2020-07-24,18694.0
Casos recuperados por FIS,2020-07-24,313696.0
Casos recuperados por FD,2020-07-24,300360.0
Casos confirmados recuperados,2020-07-24,313696.0
Casos activos confirmados,2020-07-24,
Casos probables acumulados,2020-07-24,39930.0
Casos activos probables,2020-07-24,1305.0
Casos nuevos sin notificar,2020-07-24,167.0
Casos nuevos con sintomas,2020-07-25,1752.0
Casos totales,2020-07-25,343592.0
Casos recuperados,2020-07-25,
Fallecidos,2020-07-25,9020.0
Casos activos,2020-07-25,18403.0
Casos nuevos sin sintomas,2020-07-25,399.0
Casos nuevos totales,2020-07-25,2287.0
Casos activos por FD,2020-07-25,31563.0
Casos activos por FIS,2020-07-25,18403.0
Casos recuperados por FIS,2020-07-25,316169.0
Casos recuperados por FD,2020-07-25,303009.0
Casos confirmados recuperados,2020-07-25,316169.0
Casos activos confirmados,2020-07-25,
Casos probables acumulados,2020-07-25,39757.0
Casos activos probables,2020-07-25,1076.0
Casos nuevos sin notificar,2020-07-25,136.0
Casos nuevos con sintomas,2020-07-26,1620.0
Casos totales,2020-07-26,345790.0
Casos recuperados,2020-07-26,
Fallecidos,2020-07-26,9112.0
Casos activos,2020-07-26,18583.0
Casos nuevos sin sintomas,2020-07-26,449.0
Casos nuevos totales,2020-07-26,2198.0
Casos activos por FD,2020-07-26,30749.0
Casos activos por FIS,2020-07-26,18583.0
Casos recuperados por FIS,2020-07-26,318095.0
Casos recuperados por FD,2020-07-26,305929.0
Casos confirmados recuperados,2020-07-26,318095.0
Casos activos confirmados,2020-07-26,
Casos probables acumulados,2020-07-26,39686.0
Casos activos probables,2020-07-26,887.0
Casos nuevos sin notificar,2020-07-26,129.0
Casos nuevos con sintomas,2020-07-27,1475.0
Casos totales,2020-07-27,347923.0
Casos recuperados,2020-07-27,
Fallecidos,2020-07-27,9187.0
Casos activos,2020-07-27,18782.0
Casos nuevos sin sintomas,2020-07-27,487.0
Casos nuevos totales,2020-07-27,2133.0
Casos activos por FD,2020-07-27,30266.0
Casos activos por FIS,2020-07-27,18782.0
Casos recuperados por FIS,2020-07-27,319954.0
Casos recuperados por FD,2020-07-27,308470.0
Casos confirmados recuperados,2020-07-27,319954.0
Casos activos confirmados,2020-07-27,
Casos probables acumulados,2020-07-27,39662.0
Casos activos probables,2020-07-27,730.0
Casos nuevos sin notificar,2020-07-27,171.0
Casos nuevos con sintomas,2020-07-28,1236.0
Casos totales,2020-07-28,349800.0
Casos recuperados,2020-07-28,
Fallecidos,2020-07-28,9240.0
Casos activos,2020-07-28,18228.0
Casos nuevos sin sintomas,2020-07-28,462.0
Casos nuevos totales,2020-07-28,1876.0
Casos activos por FD,2020-07-28,30307.0
Casos activos por FIS,2020-07-28,18228.0
Casos recuperados por FIS,2020-07-28,322332.0
Casos recuperados por FD,2020-07-28,310253.0
Casos confirmados recuperados,2020-07-28,322332.0
Casos activos confirmados,2020-07-28,
Casos probables acumulados,2020-07-28,39625.0
Casos activos probables,2020-07-28,640.0
Casos nuevos sin notificar,2020-07-28,178.0
Casos nuevos con sintomas,2020-07-29,1294.0
Casos totales,2020-07-29,351575.0
Casos recuperados,2020-07-29,
Fallecidos,2020-07-29,9278.0
Casos activos,2020-07-29,17740.0
Casos nuevos sin sintomas,2020-07-29,346.0
Casos nuevos totales,2020-07-29,1773.0
Casos activos por FD,2020-07-29,30370.0
Casos activos por FIS,2020-07-29,17740.0
Casos recuperados por FIS,2020-07-29,324557.0
Casos recuperados por FD,2020-07-29,311927.0
Casos confirmados recuperados,2020-07-29,324557.0
Casos activos confirmados,2020-07-29,
Casos probables acumulados,2020-07-29,39554.0
Casos activos probables,2020-07-29,629.0
Casos nuevos sin notificar,2020-07-29,133.0
Casos nuevos con sintomas,2020-07-30,1428.0
Casos totales,2020-07-30,353536.0
Casos recuperados,2020-07-30,
Fallecidos,2020-07-30,9377.0
Casos activos,2020-07-30,17531.0
Casos nuevos sin sintomas,2020-07-30,388.0
Casos nuevos totales,2020-07-30,1948.0
Casos activos por FD,2020-07-30,29838.0
Casos activos por FIS,2020-07-30,17531.0
Casos recuperados por FIS,2020-07-30,326628.0
Casos recuperados por FD,2020-07-30,314321.0
Casos confirmados recuperados,2020-07-30,326628.0
Casos activos confirmados,2020-07-30,
Casos probables acumulados,2020-07-30,39523.0
Casos activos probables,2020-07-30,616.0
Casos nuevos sin notificar,2020-07-30,132.0
Casos nuevos con sintomas,2020-07-31,1540.0
Casos totales,2020-07-31,355667.0
Casos recuperados,2020-07-31,
Fallecidos,2020-07-31,9457.0
Casos activos,2020-07-31,17883.0
Casos nuevos sin sintomas,2020-07-31,450.0
Casos nuevos totales,2020-07-31,2123.0
Casos activos por FD,2020-07-31,29128.0
Casos activos por FIS,2020-07-31,17883.0
Casos recuperados por FIS,2020-07-31,328327.0
Casos recuperados por FD,2020-07-31,317082.0
Casos confirmados recuperados,2020-07-31,328327.0
Casos activos confirmados,2020-07-31,
Casos probables acumulados,2020-07-31,39594.0
Casos activos probables,2020-07-31,654.0
Casos nuevos sin notificar,2020-07-31,133.0
Casos nuevos con sintomas,2020-08-01,1426.0
Casos totales,2020-08-01,357658.0
Casos recuperados,2020-08-01,
Fallecidos,2020-08-01,9533.0
Casos activos,2020-08-01,17621.0
Casos nuevos sin sintomas,2020-08-01,440.0
Casos nuevos totales,2020-08-01,1979.0
Casos activos por FD,2020-08-01,28812.0
Casos activos por FIS,2020-08-01,17621.0
Casos recuperados por FIS,2020-08-01,330504.0
Casos recuperados por FD,2020-08-01,319313.0
Casos confirmados recuperados,2020-08-01,330507.0
Casos activos confirmados,2020-08-01,
Casos probables acumulados,2020-08-01,39616.0
Casos activos probables,2020-08-01,645.0
Casos nuevos sin notificar,2020-08-01,113.0
Casos nuevos con sintomas,2020-08-02,1482.0
Casos totales,2020-08-02,359731.0
Casos recuperados,2020-08-02,
Fallecidos,2020-08-02,9608.0
Casos activos,2020-08-02,17712.0
Casos nuevos sin sintomas,2020-08-02,473.0
Casos nuevos totales,2020-08-02,2081.0
Casos activos por FD,2020-08-02,28801.0
Casos activos por FIS,2020-08-02,17712.0
Casos recuperados por FIS,2020-08-02,332411.0
Casos recuperados por FD,2020-08-02,321322.0
Casos confirmados recuperados,2020-08-02,332411.0
Casos activos confirmados,2020-08-02,
Casos probables acumulados,2020-08-02,39600.0
Casos activos probables,2020-08-02,665.0
Casos nuevos sin notificar,2020-08-02,126.0
Casos nuevos con sintomas,2020-08-03,1119.0
Casos totales,2020-08-03,361493.0
Casos recuperados,2020-08-03,
Fallecidos,2020-08-03,9707.0
Casos activos,2020-08-03,17810.0
Casos nuevos sin sintomas,2020-08-03,527.0
Casos nuevos totales,2020-08-03,1762.0
Casos activos por FD,2020-08-03,28464.0
Casos activos por FIS,2020-08-03,17810.0
Casos recuperados por FIS,2020-08-03,333976.0
Casos recuperados por FD,2020-08-03,323322.0
Casos confirmados recuperados,2020-08-03,333976.0
Casos activos confirmados,2020-08-03,
Casos probables acumulados,2020-08-03,39649.0
Casos activos probables,2020-08-03,622.0
Casos nuevos sin notificar,2020-08-03,116.0
Casos nuevos con sintomas,2020-08-04,1049.0
Casos totales,2020-08-04,362962.0
Casos recuperados,2020-08-04,
Fallecidos,2020-08-04,9745.0
Casos activos,2020-08-04,16887.0
Casos nuevos sin sintomas,2020-08-04,350.0
Casos nuevos totales,2020-08-04,1462.0
Casos activos por FD,2020-08-04,28279.0
Casos activos por FIS,2020-08-04,16887.0
Casos recuperados por FIS,2020-08-04,336330.0
Casos recuperados por FD,2020-08-04,324938.0
Casos confirmados recuperados,2020-08-04,336330.0
Casos activos confirmados,2020-08-04,
Casos probables acumulados,2020-08-04,39638.0
Casos activos probables,2020-08-04,547.0
Casos nuevos sin notificar,2020-08-04,63.0
Casos nuevos con sintomas,2020-08-05,1216.0
Casos totales,2020-08-05,364723.0
Casos recuperados,2020-08-05,
Fallecidos,2020-08-05,9792.0
Casos activos,2020-08-05,16640.0
Casos nuevos sin sintomas,2020-08-05,482.0
Casos nuevos totales,2020-08-05,1781.0
Casos activos por FD,2020-08-05,28321.0
Casos activos por FIS,2020-08-05,16640.0
Casos recuperados por FIS,2020-08-05,338291.0
Casos recuperados por FD,2020-08-05,326610.0
Casos confirmados recuperados,2020-08-05,338291.0
Casos activos confirmados,2020-08-05,
Casos probables acumulados,2020-08-05,40683.0
Casos activos probables,2020-08-05,1207.0
Casos nuevos sin notificar,2020-08-05,83.0
Casos nuevos con sintomas,2020-08-06,1383.0
Casos totales,2020-08-06,366671.0
Casos recuperados,2020-08-06,
Fallecidos,2020-08-06,9889.0
Casos activos,2020-08-06,16614.0
Casos nuevos sin sintomas,2020-08-06,403.0
Casos nuevos totales,2020-08-06,1947.0
Casos activos por FD,2020-08-06,27912.0
Casos activos por FIS,2020-08-06,16614.0
Casos recuperados por FIS,2020-08-06,340168.0
Casos recuperados por FD,2020-08-06,328870.0
Casos confirmados recuperados,2020-08-06,340168.0
Casos activos confirmados,2020-08-06,
Casos probables acumulados,2020-08-06,41400.0
Casos activos probables,2020-08-06,1625.0
Casos nuevos sin notificar,2020-08-06,161.0
Casos nuevos con sintomas,2020-08-07,1479.0
Casos totales,2020-08-07,368825.0
Casos recuperados,2020-08-07,
Fallecidos,2020-08-07,9958.0
Casos activos,2020-08-07,16699.0
Casos nuevos sin sintomas,2020-08-07,570.0
Casos nuevos totales,2020-08-07,2149.0
Casos activos por FD,2020-08-07,27521.0
Casos activos por FIS,2020-08-07,16699.0
Casos recuperados por FIS,2020-08-07,342168.0
Casos recuperados por FD,2020-08-07,331346.0
Casos confirmados recuperados,2020-08-07,342168.0
Casos activos confirmados,2020-08-07,
Casos probables acumulados,2020-08-07,42049.0
Casos activos probables,2020-08-07,2028.0
Casos nuevos sin notificar,2020-08-07,100.0
Casos nuevos con sintomas,2020-08-08,1511.0
Casos totales,2020-08-08,371023.0
Casos recuperados,2020-08-08,
Fallecidos,2020-08-08,10011.0
Casos activos,2020-08-08,16880.0
Casos nuevos sin sintomas,2020-08-08,604.0
Casos nuevos totales,2020-08-08,2201.0
Casos activos por FD,2020-08-08,27431.0
Casos activos por FIS,2020-08-08,16880.0
Casos recuperados por FIS,2020-08-08,344132.0
Casos recuperados por FD,2020-08-08,333581.0
Casos confirmados recuperados,2020-08-08,344133.0
Casos activos confirmados,2020-08-08,
Casos probables acumulados,2020-08-08,42506.0
Casos activos probables,2020-08-08,2298.0
Casos nuevos sin notificar,2020-08-08,86.0
Casos nuevos con sintomas,2020-08-09,1452.0
Casos totales,2020-08-09,373056.0
Casos recuperados,2020-08-09,
Fallecidos,2020-08-09,10077.0
Casos activos,2020-08-09,17153.0
Casos nuevos sin sintomas,2020-08-09,502.0
Casos nuevos totales,2020-08-09,2036.0
Casos activos por FD,2020-08-09,27266.0
Casos activos por FIS,2020-08-09,17153.0
Casos recuperados por FIS,2020-08-09,345826.0
Casos recuperados por FD,2020-08-09,335713.0
Casos confirmados recuperados,2020-08-09,345826.0
Casos activos confirmados,2020-08-09,
Casos probables acumulados,2020-08-09,42999.0
Casos activos probables,2020-08-09,2638.0
Casos nuevos sin notificar,2020-08-09,82.0
Casos nuevos con sintomas,2020-08-10,1319.0
Casos totales,2020-08-10,375044.0
Casos recuperados,2020-08-10,
Fallecidos,2020-08-10,10139.0
Casos activos,2020-08-10,17563.0
Casos nuevos sin sintomas,2020-08-10,605.0
Casos nuevos totales,2020-08-10,1988.0
Casos activos por FD,2020-08-10,27121.0
Casos activos por FIS,2020-08-10,17563.0
Casos recuperados por FIS,2020-08-10,347342.0
Casos recuperados por FD,2020-08-10,337784.0
Casos confirmados recuperados,2020-08-10,347342.0
Casos activos confirmados,2020-08-10,
Casos probables acumulados,2020-08-10,43152.0
Casos activos probables,2020-08-10,2669.0
Casos nuevos sin notificar,2020-08-10,64.0
Casos nuevos con sintomas,2020-08-11,1061.0
Casos totales,2020-08-11,376616.0
Casos recuperados,2020-08-11,
Fallecidos,2020-08-11,10178.0
Casos activos,2020-08-11,16897.0
Casos nuevos sin sintomas,2020-08-11,424.0
Casos nuevos totales,2020-08-11,1566.0
Casos activos por FD,2020-08-11,26816.0
Casos activos por FIS,2020-08-11,16897.0
Casos recuperados por FIS,2020-08-11,349541.0
Casos recuperados por FD,2020-08-11,339622.0
Casos confirmados recuperados,2020-08-11,349541.0
Casos activos confirmados,2020-08-11,
Casos probables acumulados,2020-08-11,43300.0
Casos activos probables,2020-08-11,2625.0
Casos nuevos sin notificar,2020-08-11,81.0
Casos nuevos con sintomas,2020-08-12,1071.0
Casos totales,2020-08-12,378168.0
Casos recuperados,2020-08-12,
Fallecidos,2020-08-12,10205.0
Casos activos,2020-08-12,16544.0
Casos nuevos sin sintomas,2020-08-12,421.0
Casos nuevos totales,2020-08-12,1540.0
Casos activos por FD,2020-08-12,26593.0
Casos activos por FIS,2020-08-12,16544.0
Casos recuperados por FIS,2020-08-12,351419.0
Casos recuperados por FD,2020-08-12,341370.0
Casos confirmados recuperados,2020-08-12,351419.0
Casos activos confirmados,2020-08-12,
Casos probables acumulados,2020-08-12,43921.0
Casos activos probables,2020-08-12,2970.0
Casos nuevos sin notificar,2020-08-12,48.0
Casos nuevos con sintomas,2020-08-13,1343.0
Casos totales,2020-08-13,380034.0
Casos recuperados,2020-08-13,
Fallecidos,2020-08-13,10299.0
Casos activos,2020-08-13,16604.0
Casos nuevos sin sintomas,2020-08-13,425.0
Casos nuevos totales,2020-08-13,1852.0
Casos activos por FD,2020-08-13,26498.0
Casos activos por FIS,2020-08-13,16604.0
Casos recuperados por FIS,2020-08-13,353131.0
Casos recuperados por FD,2020-08-13,343237.0
Casos confirmados recuperados,2020-08-13,353131.0
Casos activos confirmados,2020-08-13,
Casos probables acumulados,2020-08-13,44501.0
Casos activos probables,2020-08-13,3247.0
Casos nuevos sin notificar,2020-08-13,84.0
Casos nuevos con sintomas,2020-08-14,1396.0
Casos totales,2020-08-14,382111.0
Casos recuperados,2020-08-14,
Fallecidos,2020-08-14,10340.0
Casos activos,2020-08-14,16734.0
Casos nuevos sin sintomas,2020-08-14,616.0
Casos nuevos totales,2020-08-14,2077.0
Casos activos por FD,2020-08-14,26444.0
Casos activos por FIS,2020-08-14,16734.0
Casos recuperados por FIS,2020-08-14,355037.0
Casos recuperados por FD,2020-08-14,345327.0
Casos confirmados recuperados,2020-08-14,355037.0
Casos activos confirmados,2020-08-14,
Casos probables acumulados,2020-08-14,44984.0
Casos activos probables,2020-08-14,3535.0
Casos nuevos sin notificar,2020-08-14,65.0
Casos nuevos con sintomas,2020-08-15,1158.0
Casos totales,2020-08-15,383902.0
Casos recuperados,2020-08-15,
Fallecidos,2020-08-15,10395.0
Casos activos,2020-08-15,16556.0
Casos nuevos sin sintomas,2020-08-15,552.0
Casos nuevos totales,2020-08-15,1777.0
Casos activos por FD,2020-08-15,26244.0
Casos activos por FIS,2020-08-15,16556.0
Casos recuperados por FIS,2020-08-15,356951.0
Casos recuperados por FD,2020-08-15,347263.0
Casos confirmados recuperados,2020-08-15,356951.0
Casos activos confirmados,2020-08-15,
Casos probables acumulados,2020-08-15,45327.0
Casos activos probables,2020-08-15,3641.0
Casos nuevos sin notificar,2020-08-15,67.0
Casos nuevos con sintomas,2020-08-16,1383.0
Casos totales,2020-08-16,385946.0
Casos recuperados,2020-08-16,
Fallecidos,2020-08-16,10452.0
Casos activos,2020-08-16,16666.0
Casos nuevos sin sintomas,2020-08-16,634.0
Casos nuevos totales,2020-08-16,2086.0
Casos activos por FD,2020-08-16,26215.0
Casos activos por FIS,2020-08-16,16666.0
Casos recuperados por FIS,2020-08-16,358828.0
Casos recuperados por FD,2020-08-16,349279.0
Casos confirmados recuperados,2020-08-16,358828.0
Casos activos confirmados,2020-08-16,
Casos probables acumulados,2020-08-16,45731.0
Casos activos probables,2020-08-16,3702.0
Casos nuevos sin notificar,2020-08-16,69.0
Casos nuevos con sintomas,2020-08-17,1012.0
Casos totales,2020-08-17,387502.0
Casos recuperados,2020-08-17,
Fallecidos,2020-08-17,10513.0
Casos activos,2020-08-17,16604.0
Casos nuevos sin sintomas,2020-08-17,480.0
Casos nuevos totales,2020-08-17,1556.0
Casos activos por FD,2020-08-17,26009.0
Casos activos por FIS,2020-08-17,16604.0
Casos recuperados por FIS,2020-08-17,360385.0
Casos recuperados por FD,2020-08-17,350980.0
Casos confirmados recuperados,2020-08-17,360385.0
Casos activos confirmados,2020-08-17,
Casos probables acumulados,2020-08-17,45818.0
Casos activos probables,2020-08-17,3489.0
Casos nuevos sin notificar,2020-08-17,64.0
Casos nuevos con sintomas,2020-08-18,846.0
Casos totales,2020-08-18,388855.0
Casos recuperados,2020-08-18,
Fallecidos,2020-08-18,10546.0
Casos activos,2020-08-18,15869.0
Casos nuevos sin sintomas,2020-08-18,443.0
Casos nuevos totales,2020-08-18,1336.0
Casos activos por FD,2020-08-18,25893.0
Casos activos por FIS,2020-08-18,15869.0
Casos recuperados por FIS,2020-08-18,362440.0
Casos recuperados por FD,2020-08-18,352416.0
Casos confirmados recuperados,2020-08-18,362440.0
Casos activos confirmados,2020-08-18,
Casos probables acumulados,2020-08-18,45939.0
Casos activos probables,2020-08-18,3184.0
Casos nuevos sin notificar,2020-08-18,47.0
Casos nuevos con sintomas,2020-08-19,876.0
Casos totales,2020-08-19,390037.0
Casos recuperados,2020-08-19,
Fallecidos,2020-08-19,10578.0
Casos activos,2020-08-19,15174.0
Casos nuevos sin sintomas,2020-08-19,316.0
Casos nuevos totales,2020-08-19,1233.0
Casos activos por FD,2020-08-19,25314.0
Casos activos por FIS,2020-08-19,15174.0
Casos recuperados por FIS,2020-08-19,364285.0
Casos recuperados por FD,2020-08-19,354145.0
Casos confirmados recuperados,2020-08-19,364285.0
Casos activos confirmados,2020-08-19,
Casos probables acumulados,2020-08-19,46333.0
Casos activos probables,2020-08-19,3210.0
Casos nuevos sin notificar,2020-08-19,41.0
Casos nuevos con sintomas,2020-08-20,1265.0
Casos totales,2020-08-20,391849.0
Casos recuperados,2020-08-20,
Fallecidos,2020-08-20,10671.0
Casos activos,2020-08-20,15116.0
Casos nuevos sin sintomas,2020-08-20,453.0
