Semana,Inicio_semana,Fin_semana,Origen,Cod_region_origen,Region_origen,Destino,Cod_region_destino,Region_destino,Operaciones,Pasajeros
11,2020-03-09,2020-03-15,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,12.0,3223.0
12,2020-03-16,2020-03-22,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,5.0,1518.0
13,2020-03-23,2020-03-29,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,2.0,612.0
15,2020-04-06,2020-04-12,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,182.0
17,2020-04-20,2020-04-26,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,118.0
20,2020-05-11,2020-05-17,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,43.0
22,2020-05-25,2020-05-31,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,22.0
27,2020-06-29,2020-07-05,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,56.0
31,2020-07-27,2020-08-02,Isla de Pascua,5,Valparaíso,Santiago,13,Metropolitana,1.0,7.0
1,2020-01-01,2020-01-05,La Serena,4,Coquimbo,Santiago,13,Metropolitana,45.0,6929.0
2,2020-01-06,2020-01-12,La Serena,4,Coquimbo,Santiago,13,Metropolitana,67.0,10271.0
3,2020-01-13,2020-01-19,La Serena,4,Coquimbo,Santiago,13,Metropolitana,66.0,10566.0
4,2020-01-20,2020-01-26,La Serena,4,Coquimbo,Santiago,13,Metropolitana,65.0,10419.0
5,2020-01-27,2020-02-02,La Serena,4,Coquimbo,Santiago,13,Metropolitana,47.0,7178.0
5,2020-01-27,2020-02-02,La Serena,4,Coquimbo,Santiago,13,Metropolitana,22.0,3372.0
6,2020-02-03,2020-02-09,La Serena,4,Coquimbo,Santiago,13,Metropolitana,70.0,10848.0
7,2020-02-10,2020-02-16,La Serena,4,Coquimbo,Santiago,13,Metropolitana,69.0,10908.0
8,2020-02-17,2020-02-23,La Serena,4,Coquimbo,Santiago,13,Metropolitana,72.0,11105.0
9,2020-02-24,2020-03-01,La Serena,4,Coquimbo,Santiago,13,Metropolitana,58.0,9022.0
9,2020-02-24,2020-03-01,La Serena,4,Coquimbo,Santiago,13,Metropolitana,11.0,1759.0
10,2020-03-02,2020-03-08,La Serena,4,Coquimbo,Santiago,13,Metropolitana,54.0,8547.0
11,2020-03-09,2020-03-15,La Serena,4,Coquimbo,Santiago,13,Metropolitana,46.0,7011.0
12,2020-03-16,2020-03-22,La Serena,4,Coquimbo,Santiago,13,Metropolitana,37.0,2935.0
13,2020-03-23,2020-03-29,La Serena,4,Coquimbo,Santiago,13,Metropolitana,14.0,813.0
14,2020-03-30,2020-04-05,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,362.0
14,2020-03-30,2020-04-05,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,237.0
15,2020-04-06,2020-04-12,La Serena,4,Coquimbo,Santiago,13,Metropolitana,8.0,233.0
16,2020-04-13,2020-04-19,La Serena,4,Coquimbo,Santiago,13,Metropolitana,9.0,273.0
17,2020-04-20,2020-04-26,La Serena,4,Coquimbo,Santiago,13,Metropolitana,10.0,461.0
18,2020-04-27,2020-05-03,La Serena,4,Coquimbo,Santiago,13,Metropolitana,5.0,208.0
19,2020-05-04,2020-05-10,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,296.0
20,2020-05-11,2020-05-17,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,342.0
21,2020-05-18,2020-05-24,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,85.0
22,2020-05-25,2020-05-31,La Serena,4,Coquimbo,Santiago,13,Metropolitana,5.0,201.0
23,2020-06-01,2020-06-07,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,143.0
24,2020-06-08,2020-06-14,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,129.0
25,2020-06-15,2020-06-21,La Serena,4,Coquimbo,Santiago,13,Metropolitana,9.0,159.0
26,2020-06-22,2020-06-28,La Serena,4,Coquimbo,Santiago,13,Metropolitana,9.0,234.0
27,2020-06-29,2020-07-05,La Serena,4,Coquimbo,Santiago,13,Metropolitana,3.0,61.0
27,2020-06-29,2020-07-05,La Serena,4,Coquimbo,Santiago,13,Metropolitana,5.0,158.0
28,2020-07-06,2020-07-12,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,140.0
29,2020-07-13,2020-07-19,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,180.0
30,2020-07-20,2020-07-26,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,286.0
31,2020-07-27,2020-08-02,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,247.0
32,2020-08-03,2020-08-09,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,455.0
33,2020-08-10,2020-08-16,La Serena,4,Coquimbo,Santiago,13,Metropolitana,7.0,532.0
34,2020-08-17,2020-08-23,La Serena,4,Coquimbo,Santiago,13,Metropolitana,6.0,444.0
1,2020-01-01,2020-01-05,Castro,10,Los Lagos,Santiago,13,Metropolitana,4.0,666.0
2,2020-01-06,2020-01-12,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,829.0
3,2020-01-13,2020-01-19,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,794.0
4,2020-01-20,2020-01-26,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,810.0
5,2020-01-27,2020-02-02,Castro,10,Los Lagos,Santiago,13,Metropolitana,3.0,485.0
5,2020-01-27,2020-02-02,Castro,10,Los Lagos,Santiago,13,Metropolitana,2.0,334.0
6,2020-02-03,2020-02-09,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,820.0
7,2020-02-10,2020-02-16,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,821.0
8,2020-02-17,2020-02-23,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,817.0
9,2020-02-24,2020-03-01,Castro,10,Los Lagos,Santiago,13,Metropolitana,4.0,669.0
9,2020-02-24,2020-03-01,Castro,10,Los Lagos,Santiago,13,Metropolitana,1.0,171.0
10,2020-03-02,2020-03-08,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,828.0
11,2020-03-09,2020-03-15,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,772.0
12,2020-03-16,2020-03-22,Castro,10,Los Lagos,Santiago,13,Metropolitana,5.0,516.0
1,2020-01-01,2020-01-05,Osorno,10,Los Lagos,Santiago,13,Metropolitana,12.0,1780.0
2,2020-01-06,2020-01-12,Osorno,10,Los Lagos,Santiago,13,Metropolitana,18.0,2526.0
3,2020-01-13,2020-01-19,Osorno,10,Los Lagos,Santiago,13,Metropolitana,18.0,2542.0
4,2020-01-20,2020-01-26,Osorno,10,Los Lagos,Santiago,13,Metropolitana,18.0,2618.0
5,2020-01-27,2020-02-02,Osorno,10,Los Lagos,Santiago,13,Metropolitana,13.0,1810.0
5,2020-01-27,2020-02-02,Osorno,10,Los Lagos,Santiago,13,Metropolitana,6.0,816.0
6,2020-02-03,2020-02-09,Osorno,10,Los Lagos,Santiago,13,Metropolitana,19.0,2620.0
7,2020-02-10,2020-02-16,Osorno,10,Los Lagos,Santiago,13,Metropolitana,19.0,2753.0
8,2020-02-17,2020-02-23,Osorno,10,Los Lagos,Santiago,13,Metropolitana,19.0,2811.0
9,2020-02-24,2020-03-01,Osorno,10,Los Lagos,Santiago,13,Metropolitana,16.0,2478.0
9,2020-02-24,2020-03-01,Osorno,10,Los Lagos,Santiago,13,Metropolitana,3.0,489.0
10,2020-03-02,2020-03-08,Osorno,10,Los Lagos,Santiago,13,Metropolitana,12.0,1854.0
11,2020-03-09,2020-03-15,Osorno,10,Los Lagos,Santiago,13,Metropolitana,11.0,1623.0
12,2020-03-16,2020-03-22,Osorno,10,Los Lagos,Santiago,13,Metropolitana,7.0,603.0
1,2020-01-01,2020-01-05,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,84.0,11701.0
2,2020-01-06,2020-01-12,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,130.0,18851.0
3,2020-01-13,2020-01-19,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,132.0,19866.0
4,2020-01-20,2020-01-26,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,131.0,20155.0
5,2020-01-27,2020-02-02,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,92.0,14544.0
5,2020-01-27,2020-02-02,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,40.0,5504.0
6,2020-02-03,2020-02-09,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,134.0,20050.0
7,2020-02-10,2020-02-16,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,131.0,21503.0
8,2020-02-17,2020-02-23,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,139.0,23054.0
9,2020-02-24,2020-03-01,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,122.0,20394.0
9,2020-02-24,2020-03-01,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,18.0,3014.0
10,2020-03-02,2020-03-08,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,102.0,17265.0
11,2020-03-09,2020-03-15,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,91.0,15216.0
12,2020-03-16,2020-03-22,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,56.0,7332.0
13,2020-03-23,2020-03-29,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,14.0,1126.0
14,2020-03-30,2020-04-05,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,2.0,80.0
14,2020-03-30,2020-04-05,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,9.0,493.0
15,2020-04-06,2020-04-12,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,10.0,367.0
16,2020-04-13,2020-04-19,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,9.0,537.0
17,2020-04-20,2020-04-26,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,9.0,505.0
18,2020-04-27,2020-05-03,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,5.0,350.0
18,2020-04-27,2020-05-03,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,3.0,217.0
19,2020-05-04,2020-05-10,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,6.0,490.0
20,2020-05-11,2020-05-17,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,5.0,426.0
21,2020-05-18,2020-05-24,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,5.0,269.0
22,2020-05-25,2020-05-31,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,5.0,329.0
23,2020-06-01,2020-06-07,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,7.0,475.0
24,2020-06-08,2020-06-14,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,10.0,519.0
25,2020-06-15,2020-06-21,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,10.0,426.0
26,2020-06-22,2020-06-28,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,9.0,412.0
27,2020-06-29,2020-07-05,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,4.0,152.0
27,2020-06-29,2020-07-05,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,6.0,392.0
28,2020-07-06,2020-07-12,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,12.0,598.0
29,2020-07-13,2020-07-19,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,9.0,534.0
30,2020-07-20,2020-07-26,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,12.0,718.0
31,2020-07-27,2020-08-02,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,10.0,652.0
31,2020-07-27,2020-08-02,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,1.0,99.0
32,2020-08-03,2020-08-09,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,14.0,864.0
33,2020-08-10,2020-08-16,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,13.0,923.0
34,2020-08-17,2020-08-23,Puerto Montt,10,Los Lagos,Santiago,13,Metropolitana,15.0,1216.0
1,2020-01-01,2020-01-05,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,60.0,7651.0
2,2020-01-06,2020-01-12,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,96.0,13380.0
3,2020-01-13,2020-01-19,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,90.0,13158.0
4,2020-01-20,2020-01-26,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,93.0,12771.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,64.0,9479.0
5,2020-01-27,2020-02-02,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,28.0,3419.0
6,2020-02-03,2020-02-09,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,92.0,13178.0
7,2020-02-10,2020-02-16,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,97.0,14610.0
8,2020-02-17,2020-02-23,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,96.0,13452.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,85.0,11273.0
9,2020-02-24,2020-03-01,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,11.0,1244.0
10,2020-03-02,2020-03-08,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,64.0,8905.0
11,2020-03-09,2020-03-15,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,65.0,8948.0
12,2020-03-16,2020-03-22,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,51.0,7816.0
13,2020-03-23,2020-03-29,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,17.0,1745.0
14,2020-03-30,2020-04-05,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,2.0,283.0
14,2020-03-30,2020-04-05,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,354.0
15,2020-04-06,2020-04-12,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,376.0
16,2020-04-13,2020-04-19,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,9.0,365.0
17,2020-04-20,2020-04-26,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,7.0,436.0
18,2020-04-27,2020-05-03,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,4.0,373.0
18,2020-04-27,2020-05-03,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,1.0,141.0
19,2020-05-04,2020-05-10,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,3.0,658.0
20,2020-05-11,2020-05-17,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,5.0,577.0
21,2020-05-18,2020-05-24,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,2.0,340.0
22,2020-05-25,2020-05-31,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,4.0,517.0
23,2020-06-01,2020-06-07,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,5.0,595.0
24,2020-06-08,2020-06-14,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,3.0,418.0
25,2020-06-15,2020-06-21,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,520.0
26,2020-06-22,2020-06-28,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,511.0
27,2020-06-29,2020-07-05,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,1.0,26.0
27,2020-06-29,2020-07-05,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,4.0,484.0
28,2020-07-06,2020-07-12,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,5.0,403.0
29,2020-07-13,2020-07-19,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,7.0,432.0
30,2020-07-20,2020-07-26,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,410.0
31,2020-07-27,2020-08-02,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,5.0,359.0
31,2020-07-27,2020-08-02,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,2.0,392.0
32,2020-08-03,2020-08-09,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,8.0,554.0
33,2020-08-10,2020-08-16,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,7.0,535.0
34,2020-08-17,2020-08-23,Punta Arenas,12,Magallanes,Santiago,13,Metropolitana,6.0,475.0
1,2020-01-01,2020-01-05,Temuco,9,Araucanía,Santiago,13,Metropolitana,53.0,8362.0
2,2020-01-06,2020-01-12,Temuco,9,Araucanía,Santiago,13,Metropolitana,79.0,11721.0
3,2020-01-13,2020-01-19,Temuco,9,Araucanía,Santiago,13,Metropolitana,83.0,12682.0
4,2020-01-20,2020-01-26,Temuco,9,Araucanía,Santiago,13,Metropolitana,87.0,13782.0
5,2020-01-27,2020-02-02,Temuco,9,Araucanía,Santiago,13,Metropolitana,63.0,9727.0
5,2020-01-27,2020-02-02,Temuco,9,Araucanía,Santiago,13,Metropolitana,26.0,3768.0
6,2020-02-03,2020-02-09,Temuco,9,Araucanía,Santiago,13,Metropolitana,93.0,13620.0
7,2020-02-10,2020-02-16,Temuco,9,Araucanía,Santiago,13,Metropolitana,90.0,14251.0
8,2020-02-17,2020-02-23,Temuco,9,Araucanía,Santiago,13,Metropolitana,95.0,14700.0
9,2020-02-24,2020-03-01,Temuco,9,Araucanía,Santiago,13,Metropolitana,77.0,12335.0
9,2020-02-24,2020-03-01,Temuco,9,Araucanía,Santiago,13,Metropolitana,16.0,2456.0
10,2020-03-02,2020-03-08,Temuco,9,Araucanía,Santiago,13,Metropolitana,70.0,11161.0
11,2020-03-09,2020-03-15,Temuco,9,Araucanía,Santiago,13,Metropolitana,65.0,9889.0
12,2020-03-16,2020-03-22,Temuco,9,Araucanía,Santiago,13,Metropolitana,41.0,4001.0
13,2020-03-23,2020-03-29,Temuco,9,Araucanía,Santiago,13,Metropolitana,8.0,466.0
14,2020-03-30,2020-04-05,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,64.0
14,2020-03-30,2020-04-05,Temuco,9,Araucanía,Santiago,13,Metropolitana,4.0,130.0
15,2020-04-06,2020-04-12,Temuco,9,Araucanía,Santiago,13,Metropolitana,6.0,149.0
16,2020-04-13,2020-04-19,Temuco,9,Araucanía,Santiago,13,Metropolitana,4.0,94.0
17,2020-04-20,2020-04-26,Temuco,9,Araucanía,Santiago,13,Metropolitana,4.0,160.0
18,2020-04-27,2020-05-03,Temuco,9,Araucanía,Santiago,13,Metropolitana,3.0,181.0
18,2020-04-27,2020-05-03,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,72.0
19,2020-05-04,2020-05-10,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,81.0
20,2020-05-11,2020-05-17,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,89.0
21,2020-05-18,2020-05-24,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,55.0
22,2020-05-25,2020-05-31,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,68.0
23,2020-06-01,2020-06-07,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,94.0
24,2020-06-08,2020-06-14,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,86.0
25,2020-06-15,2020-06-21,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,87.0
26,2020-06-22,2020-06-28,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,94.0
27,2020-06-29,2020-07-05,Temuco,9,Araucanía,Santiago,13,Metropolitana,1.0,30.0
27,2020-06-29,2020-07-05,Temuco,9,Araucanía,Santiago,13,Metropolitana,3.0,175.0
28,2020-07-06,2020-07-12,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,82.0
29,2020-07-13,2020-07-19,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,97.0
30,2020-07-20,2020-07-26,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,137.0
31,2020-07-27,2020-08-02,Temuco,9,Araucanía,Santiago,13,Metropolitana,2.0,168.0
32,2020-08-03,2020-08-09,Temuco,9,Araucanía,Santiago,13,Metropolitana,4.0,361.0
33,2020-08-10,2020-08-16,Temuco,9,Araucanía,Santiago,13,Metropolitana,4.0,362.0
34,2020-08-17,2020-08-23,Temuco,9,Araucanía,Santiago,13,Metropolitana,5.0,525.0
1,2020-01-01,2020-01-05,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,28.0,3545.0
2,2020-01-06,2020-01-12,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,40.0,4907.0
3,2020-01-13,2020-01-19,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,40.0,5164.0
4,2020-01-20,2020-01-26,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,39.0,5425.0
5,2020-01-27,2020-02-02,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,26.0,3619.0
5,2020-01-27,2020-02-02,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,12.0,1615.0
6,2020-02-03,2020-02-09,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,39.0,5220.0
7,2020-02-10,2020-02-16,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,39.0,5526.0
8,2020-02-17,2020-02-23,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,39.0,5685.0
9,2020-02-24,2020-03-01,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,32.0,4568.0
9,2020-02-24,2020-03-01,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,7.0,1021.0
10,2020-03-02,2020-03-08,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,24.0,3515.0
11,2020-03-09,2020-03-15,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,22.0,2989.0
12,2020-03-16,2020-03-22,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,11.0,1106.0
13,2020-03-23,2020-03-29,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,3.0,121.0
14,2020-03-30,2020-04-05,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,1.0,57.0
15,2020-04-06,2020-04-12,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,1.0,18.0
16,2020-04-13,2020-04-19,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,1.0,29.0
17,2020-04-20,2020-04-26,Valdivia,14,Los Ríos,Santiago,13,Metropolitana,1.0,51.0
1,2020-01-01,2020-01-05,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,8.0,1319.0
2,2020-01-06,2020-01-12,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,13.0,2117.0
3,2020-01-13,2020-01-19,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,13.0,2110.0
4,2020-01-20,2020-01-26,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,14.0,2278.0
5,2020-01-27,2020-02-02,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,10.0,1627.0
5,2020-01-27,2020-02-02,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,4.0,674.0
6,2020-02-03,2020-02-09,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,14.0,2270.0
7,2020-02-10,2020-02-16,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,14.0,2275.0
8,2020-02-17,2020-02-23,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,14.0,2215.0
9,2020-02-24,2020-03-01,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,11.0,1748.0
9,2020-02-24,2020-03-01,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,3.0,462.0
10,2020-03-02,2020-03-08,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,8.0,1226.0
11,2020-03-09,2020-03-15,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,9.0,1459.0
12,2020-03-16,2020-03-22,Puerto Natales,12,Magallanes,Santiago,13,Metropolitana,2.0,330.0
4,2020-01-20,2020-01-26,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,294.0
5,2020-01-27,2020-02-02,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,301.0
6,2020-02-03,2020-02-09,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,321.0
7,2020-02-10,2020-02-16,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,308.0
8,2020-02-17,2020-02-23,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,284.0
9,2020-02-24,2020-03-01,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,170.0
10,2020-03-02,2020-03-08,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,136.0
11,2020-03-09,2020-03-15,Antofagasta,2,Antofagasta,Puerto Montt,10,Los Lagos,2.0,111.0
1,2020-01-01,2020-01-05,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,14.0,1562.0
2,2020-01-06,2020-01-12,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,2627.0
3,2020-01-13,2020-01-19,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,2877.0
4,2020-01-20,2020-01-26,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,2964.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,16.0,1905.0
5,2020-01-27,2020-02-02,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,6.0,877.0
6,2020-02-03,2020-02-09,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,3181.0
7,2020-02-10,2020-02-16,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,3382.0
8,2020-02-17,2020-02-23,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,22.0,3325.0
9,2020-02-24,2020-03-01,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,20.0,2975.0
9,2020-02-24,2020-03-01,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,2.0,336.0
10,2020-03-02,2020-03-08,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,18.0,2580.0
11,2020-03-09,2020-03-15,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,16.0,2579.0
12,2020-03-16,2020-03-22,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,12.0,1513.0
13,2020-03-23,2020-03-29,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,5.0,503.0
14,2020-03-30,2020-04-05,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,4.0,290.0
15,2020-04-06,2020-04-12,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,180.0
16,2020-04-13,2020-04-19,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,141.0
17,2020-04-20,2020-04-26,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,7.0,234.0
18,2020-04-27,2020-05-03,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,4.0,212.0
19,2020-05-04,2020-05-10,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,1.0,86.0
20,2020-05-11,2020-05-17,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,2.0,147.0
21,2020-05-18,2020-05-24,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,1.0,96.0
22,2020-05-25,2020-05-31,Balmaceda,11,Aysén,Puerto Montt,10,Los Lagos,1.0,68.0
